1636415349.000000, 1636415349.000000, 1636415349.000000
32.000000, 32.000000, 32.000000
-29,-6,56
-29,-6,58
-28,-7,57
-27,-7,56
-28,-6,56
-27,-6,56
-29,-7,56
-28,-6,56
-27,-6,56
-28,-8,56
-28,-7,56
-28,-6,56
-28,-6,56
-27,-8,55
-29,-7,55
-30,-7,58
-26,-7,57
-26,-6,55
-30,-5,55
-29,-6,58
-28,-7,57
-28,-7,55
-28,-7,54
-28,-8,57
-28,-9,56
-26,-8,55
-27,-7,55
-29,-7,57
-28,-8,58
-28,-7,57
-28,-5,57
-28,-6,56
-27,-6,56
-27,-7,56
-28,-7,55
-29,-7,56
-28,-7,58
-27,-6,55
-27,-5,54
-29,-6,55
-28,-7,57
-29,-8,56
-28,-8,56
-28,-7,55
-29,-7,55
-29,-8,56
-29,-8,58
-28,-8,57
-27,-7,55
-29,-7,55
-30,-9,56
-28,-7,53
-29,-7,53
-30,-8,57
-30,-9,57
-27,-8,57
-28,-7,56
-31,-7,56
-28,-6,55
-28,-6,54
-31,-8,54
-30,-8,56
-27,-8,55
-29,-7,54
-31,-7,54
-28,-8,58
-29,-8,57
-29,-8,55
-28,-7,56
-29,-7,57
-29,-8,56
-29,-8,55
-29,-7,56
-28,-7,55
-28,-7,55
-29,-7,55
-29,-7,56
-29,-7,56
-31,-8,57
-28,-7,58
-26,-6,57
-29,-7,56
-30,-7,57
-27,-7,58
-26,-7,56
-27,-6,53
-29,-7,55
-28,-7,55
-27,-6,54
-27,-6,55
-28,-6,57
-28,-5,57
-28,-5,56
-28,-7,59
-28,-7,58
-28,-6,55
-28,-6,55
-29,-8,58
-27,-8,57
-26,-6,53
-31,-7,56
-30,-9,59
-27,-9,57
-27,-7,53
-29,-8,53
-28,-10,58
-28,-8,57
-28,-8,54
-29,-9,55
-30,-8,58
-29,-7,58
-27,-9,55
-28,-10,56
-30,-9,56
-29,-8,53
-28,-10,55
-28,-10,56
-28,-9,55
-30,-10,54
-30,-11,56
-27,-9,57
-27,-9,54
