1635349030.000000, IBI
140.859375,0.625000
141.437500,0.578125
142.203125,0.765625
173.296875,0.671875
174.046875,0.750000
182.546875,0.562500
196.828125,0.781250
310.250000,0.546875
310.781250,0.531250
311.328125,0.546875
311.937500,0.609375
316.781250,0.640625
317.390625,0.609375
318.031250,0.640625
318.609375,0.578125
319.187500,0.578125
319.781250,0.593750
320.375000,0.593750
321.015625,0.640625
321.609375,0.593750
322.265625,0.656250
322.890625,0.625000
323.625000,0.734375
324.296875,0.671875
325.000000,0.703125
325.703125,0.703125
326.375000,0.671875
327.046875,0.671875
327.765625,0.718750
328.437500,0.671875
329.171875,0.734375
329.843750,0.671875
330.546875,0.703125
331.265625,0.718750
331.968750,0.703125
332.718750,0.750000
333.421875,0.703125
334.156250,0.734375
334.875000,0.718750
335.531250,0.656250
336.234375,0.703125
336.968750,0.734375
337.687500,0.718750
338.437500,0.750000
339.125000,0.687500
339.796875,0.671875
340.484375,0.687500
349.062500,0.781250
377.953125,0.812500
378.734375,0.781250
379.531250,0.796875
380.328125,0.796875
381.109375,0.781250
381.921875,0.812500
382.718750,0.796875
383.437500,0.718750
384.218750,0.781250
385.000000,0.781250
385.781250,0.781250
386.531250,0.750000
387.312500,0.781250
388.125000,0.812500
388.890625,0.765625
389.671875,0.781250
390.453125,0.781250
391.218750,0.765625
392.015625,0.796875
392.781250,0.765625
393.562500,0.781250
394.359375,0.796875
395.109375,0.750000
395.875000,0.765625
396.625000,0.750000
397.406250,0.781250
398.093750,0.687500
398.859375,0.765625
399.625000,0.765625
428.578125,0.703125
442.968750,0.750000
443.718750,0.750000
449.625000,0.750000
450.437500,0.812500
451.218750,0.781250
451.937500,0.718750
456.906250,0.718750
457.625000,0.718750
458.296875,0.671875
459.015625,0.718750
459.750000,0.734375
519.968750,0.671875
