1635349030.000000, 1635349030.000000, 1635349030.000000
32.000000, 32.000000, 32.000000
5,10,61
5,10,61
5,10,61
5,10,62
5,10,62
5,10,62
5,10,62
5,10,62
5,10,61
5,10,60
6,11,62
5,11,60
6,11,61
6,11,62
5,11,61
6,11,61
5,11,62
5,10,62
6,10,62
5,10,62
5,10,62
5,11,62
5,11,62
5,11,61
5,11,61
6,11,61
5,11,61
5,11,61
5,11,61
5,11,61
4,11,61
5,11,61
4,11,62
5,11,62
5,11,61
5,11,61
5,11,62
5,11,61
6,10,61
6,10,61
5,11,61
6,10,61
6,11,61
6,11,61
6,10,61
6,10,61
6,11,61
6,10,61
6,10,62
6,11,62
5,11,62
5,11,62
5,11,62
5,11,61
5,11,61
6,11,62
5,11,61
5,11,61
6,11,61
5,11,61
5,11,61
5,11,61
5,11,61
5,11,61
5,11,61
5,11,61
6,11,62
6,11,61
6,11,61
6,11,62
6,11,61
6,11,61
7,11,62
7,11,62
6,11,63
6,11,63
6,11,62
6,11,61
6,11,62
6,11,61
7,11,61
7,11,61
7,11,62
6,12,61
6,12,61
4,12,60
4,13,60
4,13,60
3,14,60
3,13,60
3,12,61
2,10,60
1,12,62
-1,14,62
0,15,63
0,17,64
-1,16,62
-1,18,62
-2,18,62
-3,18,60
-4,18,59
-5,17,59
-7,17,59
-7,17,61
-8,18,62
-8,18,61
-8,18,61
-8,16,59
-8,14,56
-4,13,56
-5,14,58
-7,16,60
-8,16,59
-7,15,60
-3,15,66
-3,18,68
-3,16,60
-2,15,59
-2,14,61
-2,12,59
1,10,59
2,12,62
3,12,62
5,11,61
4,9,60
4,8,62
3,7,63
3,7,63
2,8,62
4,7,62
6,6,62
6,5,61
7,3,61
7,4,63
5,5,63
3,6,64
3,5,64
1,4,62
1,3,62
5,3,64
6,5,66
7,7,63
7,5,61
6,4,60
5,4,58
5,4,58
4,5,59
6,6,60
6,6,61
6,5,61
6,6,62
7,6,62
7,6,62
7,6,62
8,7,63
8,7,63
8,7,63
8,7,63
7,8,63
8,8,63
8,7,62
8,7,61
8,7,62
7,7,61
7,7,61
6,7,59
7,7,59
8,9,61
6,10,63
6,10,62
8,10,63
8,11,64
6,12,63
6,12,61
5,11,60
2,10,54
1,9,51
7,14,59
4,16,60
2,20,65
1,21,67
0,19,67
1,14,63
2,11,62
4,14,63
5,14,63
5,15,63
6,12,61
6,13,60
7,12,60
8,11,60
7,11,60
6,12,60
5,12,62
7,11,62
7,8,60
8,7,60
9,7,61
11,7,60
11,7,60
10,8,59
12,8,60
11,8,59
10,9,60
10,8,60
9,8,61
9,7,62
10,6,62
10,6,62
10,6,62
10,7,62
10,7,62
8,8,61
8,8,61
9,8,62
9,7,62
9,8,62
10,8,62
11,8,63
10,8,62
9,8,61
9,7,60
9,8,60
9,8,61
8,8,61
8,8,61
9,8,62
9,8,62
8,8,62
9,8,62
8,8,61
8,8,61
9,9,61
7,9,61
8,9,62
8,9,61
8,8,61
8,8,61
8,8,60
8,8,61
7,8,61
7,8,62
8,7,62
7,7,62
7,6,62
8,6,61
9,6,62
8,6,61
7,6,61
8,6,62
7,7,62
8,7,62
8,7,62
8,7,62
8,7,61
8,6,61
8,7,61
8,7,62
8,7,62
8,7,62
8,7,61
8,7,62
8,7,62
7,7,61
8,7,61
8,7,61
8,7,62
8,7,62
8,6,62
9,6,62
8,7,62
7,7,61
8,7,62
7,7,62
7,7,62
8,7,62
8,6,62
7,6,62
7,6,61
7,6,61
6,6,62
7,6,62
7,7,62
7,7,62
7,7,61
7,7,61
7,7,61
8,7,61
8,7,61
8,7,62
8,7,62
6,7,61
6,7,63
7,8,63
7,7,63
7,7,62
7,7,61
7,8,60
8,8,60
8,8,61
8,9,60
8,8,61
8,8,61
8,7,61
9,7,61
8,9,63
7,8,63
7,8,63
6,8,62
6,9,63
7,8,63
7,9,62
8,8,61
8,8,60
8,8,60
9,8,61
7,8,61
7,8,61
7,8,61
6,9,61
7,9,62
8,8,62
8,8,62
6,8,62
7,9,61
7,9,62
8,11,62
7,9,60
7,14,61
10,15,62
7,7,60
8,6,61
9,9,60
12,10,61
7,9,60
8,9,62
9,7,62
8,10,61
8,10,64
6,8,66
8,2,64
7,15,63
4,13,63
4,11,56
12,4,56
6,9,62
8,8,58
6,8,59
8,8,61
8,7,61
7,8,61
7,7,62
8,7,62
7,7,62
7,6,62
7,7,62
7,7,62
8,7,61
8,7,61
8,7,60
8,8,60
8,7,61
8,8,61
7,7,61
8,8,62
8,8,61
9,8,61
9,7,61
9,7,61
9,8,62
9,8,62
7,8,61
8,8,61
8,8,61
8,9,62
7,9,61
8,9,61
7,9,61
7,9,60
8,10,60
7,10,60
6,13,60
6,14,60
6,15,59
6,15,60
7,14,59
8,14,60
8,12,61
9,12,62
9,12,62
7,16,60
6,17,58
4,21,55
4,23,55
2,27,54
3,32,56
4,33,57
8,33,60
9,34,64
17,34,70
17,33,70
14,27,70
17,22,71
18,18,72
21,19,60
25,13,54
4,9,33
-19,12,19
0,8,16
62,4,26
69,14,15
38,21,50
25,31,49
55,39,40
42,28,60
44,16,53
45,20,37
46,23,38
48,28,40
47,30,38
41,29,42
48,34,50
55,42,41
60,36,45
59,31,47
46,30,45
38,31,38
23,33,24
33,39,26
31,40,28
19,43,34
11,44,35
15,47,42
26,43,45
40,34,45
34,30,36
28,29,34
20,29,34
20,29,34
24,29,32
26,28,30
24,26,22
24,22,24
21,21,25
42,23,31
49,25,30
39,25,26
36,26,25
45,34,21
46,45,13
59,58,26
88,89,53
84,66,38
32,42,33
14,36,33
21,28,28
75,32,41
76,27,37
51,24,32
38,25,34
24,24,32
31,23,24
39,18,10
43,24,24
46,38,54
54,97,101
52,77,67
18,48,19
6,37,17
5,24,19
11,13,23
22,13,32
36,17,42
39,20,43
35,32,34
40,34,26
29,35,22
35,36,29
37,38,33
43,46,45
64,46,56
72,33,49
61,28,43
44,15,47
42,12,41
55,8,38
82,19,44
71,22,43
33,22,38
26,23,38
26,31,41
87,72,58
112,82,59
47,71,14
26,66,15
10,63,35
0,57,44
28,35,35
25,18,18
25,14,17
25,8,18
25,10,19
26,16,29
30,22,39
36,32,56
45,37,65
51,34,61
36,28,50
25,30,50
46,49,58
59,48,52
65,44,35
51,50,11
45,47,3
42,37,5
45,35,10
43,31,13
39,26,12
38,24,15
40,27,25
39,29,31
38,30,36
44,30,36
54,26,36
56,28,34
54,32,32
49,42,30
47,48,30
38,55,24
37,53,26
43,50,34
73,61,47
69,61,41
31,50,17
20,47,14
8,47,19
6,49,21
15,42,22
34,34,28
38,31,31
39,27,35
34,27,36
24,28,32
21,28,30
17,30,33
19,34,40
21,37,45
36,45,52
47,46,58
44,35,52
37,31,46
32,35,58
48,54,51
58,54,45
44,60,35
28,61,21
24,45,7
34,41,12
36,36,22
38,36,24
42,32,24
42,29,24
38,27,24
34,24,24
36,25,26
42,21,28
41,29,43
39,35,50
42,49,55
44,55,56
37,56,46
33,52,44
35,47,46
56,58,58
56,56,54
28,47,26
19,43,21
10,49,26
6,56,31
7,47,25
16,35,16
19,30,20
22,23,30
22,22,34
29,23,41
33,24,44
27,23,47
19,27,50
23,28,50
40,29,60
46,28,66
43,27,58
38,35,52
37,53,53
66,58,59
56,56,46
32,59,18
27,55,9
32,46,10
34,44,11
42,40,18
40,33,18
36,31,18
30,25,18
30,20,17
38,17,25
43,19,32
48,32,50
51,40,55
49,43,52
52,53,47
51,56,46
38,60,43
37,60,43
50,61,45
55,53,36
45,51,28
25,48,18
16,47,15
9,46,16
7,42,18
10,37,18
20,29,18
24,26,20
24,24,25
27,24,32
34,22,43
30,23,46
29,25,51
37,40,76
42,45,75
42,52,56
35,55,48
32,57,39
39,61,43
41,53,33
45,33,12
49,23,10
51,22,15
47,23,18
41,27,21
35,26,19
30,26,17
27,24,15
31,26,17
40,30,25
46,32,30
58,39,40
58,45,44
55,49,44
53,55,44
51,57,45
47,55,45
49,56,47
59,50,41
41,47,26
30,49,19
18,48,13
16,50,14
20,49,13
22,45,7
22,38,3
16,34,10
14,32,13
18,26,19
23,24,22
34,22,30
40,23,37
57,34,69
82,54,84
69,52,59
54,58,36
22,54,12
14,68,28
23,66,32
38,54,12
56,37,8
53,27,11
58,25,6
61,30,9
52,24,10
44,25,11
29,28,18
23,31,23
24,31,22
44,35,27
54,38,33
76,47,44
71,49,43
56,54,46
41,58,44
34,57,41
27,51,37
28,50,37
39,50,36
37,46,27
28,46,15
19,47,9
20,47,10
24,45,13
23,42,13
21,37,12
19,36,15
17,35,28
22,32,41
29,29,43
41,24,36
42,25,34
55,36,56
60,47,72
50,46,69
23,37,46
11,46,43
22,61,47
32,63,46
25,66,29
25,55,9
27,46,5
39,30,9
45,23,10
56,19,16
58,19,18
48,23,19
37,26,20
33,25,19
38,25,23
45,30,29
59,38,43
59,41,49
47,45,46
49,50,40
51,51,38
49,46,34
48,44,33
62,51,39
68,58,44
41,66,26
18,64,16
8,60,12
-2,47,4
-2,38,0
16,32,9
20,28,12
27,27,29
45,26,41
44,28,40
31,30,30
25,32,26
25,36,41
39,39,56
74,46,69
80,52,48
65,62,38
10,63,4
6,66,12
12,64,19
13,57,7
46,42,6
72,35,14
71,33,16
54,27,18
42,24,16
28,20,13
26,21,14
32,32,22
32,42,28
36,44,31
42,48,31
47,52,34
56,61,42
52,62,43
45,59,36
54,59,30
63,60,28
53,60,20
37,58,12
14,55,2
11,51,2
11,43,9
21,35,13
26,31,17
33,24,27
38,20,32
41,19,31
38,20,29
30,27,25
26,35,30
25,40,38
26,60,65
34,66,72
37,51,52
33,46,47
36,53,56
36,52,35
34,53,29
31,50,23
28,46,17
36,38,14
56,32,17
61,29,18
53,24,17
44,21,17
33,18,19
34,20,22
27,27,26
26,33,31
32,36,37
48,39,41
55,45,43
61,58,46
57,59,42
47,55,38
57,59,42
67,59,43
52,54,30
33,50,20
11,44,11
8,44,10
7,43,15
9,43,17
21,33,19
30,26,24
35,24,27
41,24,38
40,26,42
28,30,35
22,35,33
21,38,34
26,48,41
33,52,48
39,46,63
44,37,60
54,22,46
51,42,46
51,49,41
44,64,35
36,70,30
31,70,1
29,64,-5
28,46,0
36,36,7
38,31,10
45,25,15
44,18,19
40,25,30
37,25,42
