1636413952.000000, 1636413952.000000, 1636413952.000000
32.000000, 32.000000, 32.000000
-13,-33,58
-14,-32,56
-14,-33,50
-14,-39,49
-12,-42,49
-10,-40,47
-9,-38,45
-8,-38,47
-7,-38,48
-9,-37,48
-11,-37,46
-9,-40,48
-8,-42,48
-9,-54,54
-9,-42,55
-11,-38,38
-9,-38,42
-9,-40,46
-10,-41,48
-11,-39,47
-12,-38,43
-12,-39,43
-12,-41,48
-13,-42,49
-14,-42,49
-15,-43,46
-14,-43,46
-11,-42,46
-11,-42,45
-12,-41,44
-13,-41,44
-13,-41,44
-12,-42,45
-12,-42,45
-12,-43,44
-12,-44,45
-12,-43,42
-11,-41,43
-8,-41,46
-5,-41,50
-4,-41,51
-7,-40,47
-7,-41,46
-7,-41,46
-7,-41,48
-8,-41,47
-9,-42,46
-9,-41,45
-9,-39,46
-8,-39,47
-7,-40,48
-8,-41,48
-8,-42,48
-8,-43,49
-9,-42,48
-9,-41,46
-7,-40,47
-4,-39,48
-5,-37,48
-5,-38,48
-6,-38,47
-5,-39,47
-8,-39,46
-8,-39,46
-7,-39,47
-7,-39,47
-8,-40,47
-6,-40,47
-8,-41,47
-9,-42,49
-9,-43,49
-10,-42,46
-9,-40,44
-10,-40,46
-11,-42,49
-11,-41,47
-10,-40,46
-9,-40,47
-9,-39,48
-9,-39,47
-9,-39,47
-9,-39,45
-9,-39,45
-8,-40,47
-8,-40,48
-9,-40,45
-8,-41,47
-8,-41,46
-7,-40,46
-8,-40,46
-8,-41,48
-9,-41,47
-8,-43,48
-9,-43,47
-10,-44,47
-8,-43,44
-9,-43,44
-9,-43,43
-9,-44,44
-9,-45,46
-12,-46,43
-12,-44,42
-5,-44,38
-7,-43,36
-7,-45,37
-7,-45,37
-6,-47,40
-6,-50,39
-7,-52,39
-8,-52,40
-7,-52,40
-8,-52,39
-8,-52,39
-7,-50,38
-7,-50,38
-7,-49,38
-7,-50,38
-7,-50,38
-7,-50,38
-7,-50,38
-6,-51,36
-5,-50,36
-6,-51,36
