1636406526.000000, 1636406526.000000, 1636406526.000000
32.000000, 32.000000, 32.000000
21,20,56
21,20,57
21,19,56
21,20,56
21,20,56
21,20,57
20,20,56
20,19,56
21,18,55
21,18,55
22,19,55
22,19,55
22,19,54
21,19,54
21,17,53
22,17,55
22,18,56
23,20,57
20,23,58
19,23,59
18,22,57
19,22,57
20,20,55
20,20,55
21,20,56
20,19,56
20,18,56
21,10,53
23,9,54
32,16,56
30,20,56
19,24,55
18,25,54
18,23,54
17,22,54
19,23,55
21,22,55
21,21,55
21,20,55
21,20,56
20,21,57
20,22,57
19,23,56
20,23,54
20,23,54
20,22,53
20,21,54
20,22,55
20,21,54
20,21,56
21,21,57
21,21,58
19,19,57
21,20,56
21,21,54
23,23,54
22,23,54
22,22,53
23,22,54
24,22,56
22,21,56
22,21,57
23,21,58
23,22,57
22,22,57
21,20,55
21,18,53
21,18,53
21,19,54
22,20,55
22,20,56
23,19,56
23,19,56
23,19,55
22,19,55
22,19,54
22,18,54
22,19,55
23,19,55
23,20,55
22,20,55
22,19,55
22,19,55
22,19,56
23,20,56
22,20,56
22,20,56
21,19,55
21,20,55
22,20,55
21,20,55
22,20,55
22,19,55
22,19,55
22,19,55
23,20,56
23,20,56
23,20,56
22,19,55
23,20,55
22,20,55
22,20,55
22,20,55
22,21,55
22,21,55
22,21,55
21,20,55
22,20,55
21,20,55
22,20,55
22,20,55
22,19,55
22,19,55
23,19,55
22,19,55
22,19,55
22,19,55
22,19,55
22,19,55
22,19,55
22,19,55
23,19,55
22,19,56
23,19,55
23,19,55
22,19,56
22,20,56
22,20,56
22,19,55
23,19,55
23,19,56
23,20,56
23,20,56
22,20,55
22,19,55
22,19,55
22,20,55
23,20,55
22,20,55
23,19,55
22,20,55
22,19,55
22,19,55
22,19,55
22,20,55
22,20,55
22,20,55
22,19,55
22,20,55
22,20,55
22,20,55
22,19,55
22,20,55
22,19,56
22,20,56
22,20,56
22,20,56
22,20,55
22,19,55
22,19,55
22,19,55
22,19,55
23,20,55
22,20,55
22,20,55
22,20,55
22,20,55
22,19,55
22,20,55
22,19,55
22,19,55
22,19,55
22,20,55
22,19,55
22,19,55
22,19,55
22,20,55
22,20,56
22,19,56
22,19,56
22,19,55
22,19,55
22,19,55
22,20,55
22,19,55
22,19,56
22,19,55
22,19,55
22,19,55
22,19,55
22,19,55
22,19,55
22,19,55
22,19,55
22,19,56
22,20,55
22,20,55
22,19,55
22,19,55
22,20,56
22,19,56
22,20,56
22,19,55
22,19,55
22,19,56
22,19,56
23,19,56
22,19,55
23,18,55
22,18,55
23,19,55
23,19,56
22,19,55
22,19,55
21,20,55
21,21,56
21,21,55
20,20,55
21,20,55
21,19,55
22,20,55
22,20,55
21,20,55
22,19,55
21,19,55
22,19,56
23,19,56
22,19,55
