datatime,acc_x,acc_y,acc_z,label,subject_id
2021-11-08 23:49:10.843750+00:00,-28,-6,54,standing,4
2021-11-08 23:49:10.875000+00:00,-31,-8,54,standing,4
2021-11-08 23:49:10.906250+00:00,-30,-8,56,standing,4
2021-11-08 23:49:10.937500+00:00,-27,-8,55,standing,4
2021-11-08 23:49:10.968750+00:00,-29,-7,54,standing,4
2021-11-08 23:49:11+00:00,-31,-7,54,standing,4
2021-11-08 23:49:11.031250+00:00,-28,-8,58,standing,4
2021-11-08 23:49:11.062500+00:00,-29,-8,57,standing,4
2021-11-08 23:49:11.093750+00:00,-29,-8,55,standing,4
2021-11-08 23:49:11.125000+00:00,-28,-7,56,standing,4
2021-11-08 23:49:11.156250+00:00,-29,-7,57,standing,4
2021-11-08 23:49:11.187500+00:00,-29,-8,56,standing,4
2021-11-08 23:49:11.218750+00:00,-29,-8,55,standing,4
2021-11-08 23:49:11.250000+00:00,-29,-7,56,standing,4
2021-11-08 23:49:11.281250+00:00,-28,-7,55,standing,4
2021-11-08 23:49:11.312500+00:00,-28,-7,55,standing,4
2021-11-08 23:49:11.343750+00:00,-29,-7,55,standing,4
2021-11-08 23:49:11.375000+00:00,-29,-7,56,standing,4
2021-11-08 23:49:11.406250+00:00,-29,-7,56,standing,4
2021-11-08 23:49:11.437500+00:00,-31,-8,57,standing,4
2021-11-08 23:49:11.468750+00:00,-28,-7,58,standing,4
2021-11-08 23:49:11.500000+00:00,-26,-6,57,standing,4
2021-11-08 23:49:11.531250+00:00,-29,-7,56,standing,4
2021-11-08 23:49:11.562500+00:00,-30,-7,57,standing,4
2021-11-08 23:49:11.593750+00:00,-27,-7,58,standing,4
2021-11-08 23:49:11.625000+00:00,-26,-7,56,standing,4
2021-11-08 23:49:11.656250+00:00,-27,-6,53,standing,4
2021-11-08 23:49:11.687500+00:00,-29,-7,55,standing,4
2021-11-08 23:49:11.718750+00:00,-28,-7,55,standing,4
2021-11-08 23:49:11.750000+00:00,-27,-6,54,standing,4
2021-11-08 23:49:11.781250+00:00,-27,-6,55,standing,4
2021-11-08 23:49:11.812500+00:00,-28,-6,57,standing,4
2021-11-08 23:49:11.843750+00:00,-28,-5,57,standing,4
2021-11-08 23:49:11.875000+00:00,-28,-5,56,standing,4
2021-11-08 23:49:11.906250+00:00,-28,-7,59,standing,4
2021-11-08 23:49:11.937500+00:00,-28,-7,58,standing,4
2021-11-08 23:49:11.968750+00:00,-28,-6,55,standing,4
2021-11-08 23:49:12+00:00,-28,-6,55,standing,4
2021-11-08 23:49:12.031250+00:00,-29,-8,58,standing,4
2021-11-08 23:49:12.062500+00:00,-27,-8,57,standing,4
2021-11-08 23:49:12.093750+00:00,-26,-6,53,standing,4
2021-11-08 23:49:12.125000+00:00,-31,-7,56,standing,4
2021-11-08 23:49:12.156250+00:00,-30,-9,59,standing,4
2021-11-08 23:49:12.187500+00:00,-27,-9,57,standing,4
2021-11-08 23:49:12.218750+00:00,-27,-7,53,standing,4
2021-11-08 23:49:12.250000+00:00,-29,-8,53,standing,4
2021-11-08 23:49:12.281250+00:00,-28,-10,58,standing,4
2021-11-08 23:49:12.312500+00:00,-28,-8,57,standing,4
2021-11-08 23:49:12.343750+00:00,-28,-8,54,standing,4
2021-11-08 23:49:12.375000+00:00,-29,-9,55,standing,4
2021-11-08 23:49:12.406250+00:00,-30,-8,58,standing,4
2021-11-08 23:49:12.437500+00:00,-29,-7,58,standing,4
2021-11-08 23:49:12.468750+00:00,-27,-9,55,standing,4
2021-11-08 23:49:12.500000+00:00,-28,-10,56,standing,4
2021-11-08 23:49:12.531250+00:00,-30,-9,56,standing,4
2021-11-08 23:49:12.562500+00:00,-29,-8,53,standing,4
2021-11-08 23:49:12.593750+00:00,-28,-10,55,standing,4
2021-11-08 23:49:12.625000+00:00,-28,-10,56,standing,4
2021-11-08 23:49:12.656250+00:00,-28,-9,55,standing,4
2021-11-08 23:49:12.687500+00:00,-30,-10,54,standing,4
2021-11-08 23:49:12.718750+00:00,-30,-11,56,standing,4
2021-11-08 23:49:12.750000+00:00,-27,-9,57,standing,4
2021-11-08 23:49:12.781250+00:00,-27,-9,54,standing,4
2021-11-08 23:49:12.812500+00:00,-29,-11,54,standing,4
2021-11-08 23:49:12.843750+00:00,-30,-11,57,standing,4
2021-11-08 23:49:12.875000+00:00,-30,-10,56,standing,4
2021-11-08 23:49:12.906250+00:00,-27,-10,54,standing,4
2021-11-08 23:49:12.937500+00:00,-29,-10,55,standing,4
2021-11-08 23:49:12.968750+00:00,-32,-10,55,standing,4
2021-11-08 23:49:13+00:00,-29,-9,56,standing,4
2021-11-08 23:49:13.031250+00:00,-27,-9,55,standing,4
2021-11-08 23:49:13.062500+00:00,-29,-10,54,standing,4
2021-11-08 23:49:13.093750+00:00,-30,-12,56,standing,4
2021-11-08 23:49:13.125000+00:00,-29,-13,58,standing,4
2021-11-08 23:49:13.156250+00:00,-26,-10,55,standing,4
2021-11-08 23:49:13.187500+00:00,-26,-9,53,standing,4
2021-11-08 23:49:13.218750+00:00,-30,-11,54,standing,4
2021-11-08 23:49:13.250000+00:00,-30,-12,56,standing,4
2021-11-08 23:49:13.281250+00:00,-29,-11,55,standing,4
2021-11-08 23:49:13.312500+00:00,-27,-10,54,standing,4
2021-11-08 23:49:13.343750+00:00,-29,-10,55,standing,4
2021-11-08 23:49:13.375000+00:00,-31,-11,56,standing,4
2021-11-08 23:49:13.406250+00:00,-30,-12,55,standing,4
2021-11-08 23:49:13.437500+00:00,-28,-11,57,standing,4
2021-11-08 23:49:13.468750+00:00,-29,-12,57,standing,4
2021-11-08 23:49:13.500000+00:00,-30,-11,54,standing,4
2021-11-08 23:49:13.531250+00:00,-29,-10,54,standing,4
2021-11-08 23:49:13.562500+00:00,-30,-10,55,standing,4
2021-11-08 23:49:13.593750+00:00,-28,-11,56,standing,4
2021-11-08 23:49:13.625000+00:00,-27,-11,55,standing,4
2021-11-08 23:49:13.656250+00:00,-30,-9,53,standing,4
2021-11-08 23:49:13.687500+00:00,-30,-9,54,standing,4
2021-11-08 23:49:13.718750+00:00,-29,-11,56,standing,4
2021-11-08 23:49:13.750000+00:00,-30,-11,56,standing,4
2021-11-08 23:49:13.781250+00:00,-29,-9,56,standing,4
2021-11-08 23:49:13.812500+00:00,-29,-9,55,standing,4
2021-11-08 23:49:13.843750+00:00,-29,-9,56,standing,4
2021-11-08 23:49:13.875000+00:00,-28,-9,55,standing,4
2021-11-08 23:49:13.906250+00:00,-29,-9,55,standing,4
2021-11-08 23:49:13.937500+00:00,-30,-9,55,standing,4
2021-11-08 23:49:13.968750+00:00,-30,-10,55,standing,4
2021-11-08 23:49:14+00:00,-30,-10,55,standing,4
2021-11-08 23:49:14.031250+00:00,-28,-10,55,standing,4
2021-11-08 23:49:14.062500+00:00,-28,-10,55,standing,4
2021-11-08 23:49:14.093750+00:00,-30,-10,56,standing,4
2021-11-08 23:49:14.125000+00:00,-29,-11,56,standing,4
2021-11-08 23:49:14.156250+00:00,-28,-10,54,standing,4
2021-11-08 23:49:14.187500+00:00,-29,-9,54,standing,4
2021-11-08 23:49:14.218750+00:00,-30,-10,55,standing,4
2021-11-08 23:49:14.250000+00:00,-29,-10,56,standing,4
2021-11-08 23:49:14.281250+00:00,-28,-9,55,standing,4
2021-11-08 23:49:14.312500+00:00,-30,-8,54,standing,4
2021-11-08 23:49:14.343750+00:00,-31,-9,55,standing,4
2021-11-08 23:49:14.375000+00:00,-30,-10,58,standing,4
2021-11-08 23:49:14.406250+00:00,-28,-10,57,standing,4
2021-11-08 23:49:14.437500+00:00,-28,-10,54,standing,4
2021-11-08 23:49:14.468750+00:00,-30,-9,55,standing,4
2021-11-08 23:49:14.500000+00:00,-30,-9,56,standing,4
2021-11-08 23:49:14.531250+00:00,-28,-10,55,standing,4
2021-11-08 23:49:14.562500+00:00,-28,-10,55,standing,4
2021-11-08 23:49:14.593750+00:00,-31,-9,54,standing,4
2021-11-08 23:49:14.625000+00:00,-30,-9,55,standing,4
2021-11-08 23:49:14.656250+00:00,-27,-9,55,standing,4
2021-11-08 23:49:14.687500+00:00,-29,-9,55,standing,4
2021-11-08 23:49:14.718750+00:00,-30,-9,56,standing,4
2021-11-08 23:49:14.750000+00:00,-29,-8,56,standing,4
2021-11-08 23:49:14.781250+00:00,-29,-9,56,standing,4
2021-11-08 23:49:14.812500+00:00,-30,-9,55,standing,4
2021-11-08 23:49:14.843750+00:00,-30,-9,55,standing,4
2021-11-08 23:49:14.875000+00:00,-30,-9,57,standing,4
2021-11-08 23:49:14.906250+00:00,-28,-8,55,standing,4
2021-11-08 23:49:14.937500+00:00,-28,-8,53,standing,4
2021-11-08 23:49:14.968750+00:00,-31,-9,55,standing,4
2021-11-08 23:49:15+00:00,-31,-10,56,standing,4
2021-11-08 23:49:15.031250+00:00,-29,-10,55,standing,4
2021-11-08 23:49:15.062500+00:00,-27,-10,55,standing,4
2021-11-08 23:49:15.093750+00:00,-30,-10,56,standing,4
2021-11-08 23:49:15.125000+00:00,-30,-9,56,standing,4
2021-11-08 23:49:15.156250+00:00,-27,-8,55,standing,4
2021-11-08 23:49:15.187500+00:00,-29,-9,54,standing,4
2021-11-08 23:49:15.218750+00:00,-31,-10,54,standing,4
2021-11-08 23:49:15.250000+00:00,-28,-10,56,standing,4
2021-11-08 23:49:15.281250+00:00,-27,-10,56,standing,4
2021-11-08 23:49:15.312500+00:00,-30,-9,55,standing,4
2021-11-08 23:49:15.343750+00:00,-29,-9,56,standing,4
2021-11-08 23:49:15.375000+00:00,-28,-9,56,standing,4
2021-11-08 23:49:15.406250+00:00,-29,-8,55,standing,4
2021-11-08 23:49:15.437500+00:00,-30,-8,55,standing,4
2021-11-08 23:49:15.468750+00:00,-29,-9,56,standing,4
2021-11-08 23:49:15.500000+00:00,-29,-9,55,standing,4
2021-11-08 23:49:15.531250+00:00,-29,-9,54,standing,4
2021-11-08 23:49:15.562500+00:00,-30,-10,56,standing,4
2021-11-08 23:49:15.593750+00:00,-30,-10,55,standing,4
2021-11-08 23:49:15.625000+00:00,-28,-9,54,standing,4
2021-11-08 23:49:15.656250+00:00,-28,-9,54,standing,4
2021-11-08 23:49:15.687500+00:00,-31,-11,57,standing,4
2021-11-08 23:49:15.718750+00:00,-31,-12,57,standing,4
2021-11-08 23:49:15.750000+00:00,-28,-9,54,standing,4
2021-11-08 23:49:15.781250+00:00,-29,-10,54,standing,4
2021-11-08 23:49:15.812500+00:00,-30,-11,54,standing,4
2021-11-08 23:49:15.843750+00:00,-29,-10,55,standing,4
2021-11-08 23:49:15.875000+00:00,-30,-10,55,standing,4
2021-11-08 23:49:15.906250+00:00,-29,-11,55,standing,4
2021-11-08 23:49:15.937500+00:00,-28,-10,55,standing,4
2021-11-08 23:49:15.968750+00:00,-29,-9,55,standing,4
2021-11-08 23:49:16+00:00,-29,-10,54,standing,4
2021-11-08 23:49:16.031250+00:00,-30,-10,54,standing,4
2021-11-08 23:49:16.062500+00:00,-30,-9,56,standing,4
2021-11-08 23:49:16.093750+00:00,-29,-10,56,standing,4
2021-11-08 23:49:16.125000+00:00,-30,-10,55,standing,4
2021-11-08 23:49:16.156250+00:00,-31,-9,55,standing,4
2021-11-08 23:49:16.187500+00:00,-31,-9,55,standing,4
2021-11-08 23:49:16.218750+00:00,-30,-9,53,standing,4
2021-11-08 23:49:16.250000+00:00,-29,-10,55,standing,4
2021-11-08 23:49:16.281250+00:00,-30,-10,56,standing,4
2021-11-08 23:49:16.312500+00:00,-31,-10,55,standing,4
2021-11-08 23:49:16.343750+00:00,-30,-9,54,standing,4
2021-11-08 23:49:16.375000+00:00,-30,-10,54,standing,4
2021-11-08 23:49:16.406250+00:00,-31,-11,54,standing,4
2021-11-08 23:49:16.437500+00:00,-30,-10,55,standing,4
2021-11-08 23:49:16.468750+00:00,-29,-9,55,standing,4
2021-11-08 23:49:16.500000+00:00,-31,-9,53,standing,4
2021-11-08 23:49:16.531250+00:00,-33,-10,54,standing,4
2021-11-08 23:49:16.562500+00:00,-30,-10,56,standing,4
2021-11-08 23:49:16.593750+00:00,-30,-10,54,standing,4
2021-11-08 23:49:16.625000+00:00,-30,-11,53,standing,4
2021-11-08 23:49:16.656250+00:00,-29,-12,55,standing,4
2021-11-08 23:49:16.687500+00:00,-30,-12,56,standing,4
2021-11-08 23:49:16.718750+00:00,-31,-10,52,standing,4
2021-11-08 23:49:16.750000+00:00,-30,-10,52,standing,4
2021-11-08 23:49:16.781250+00:00,-29,-10,55,standing,4
2021-11-08 23:49:16.812500+00:00,-30,-11,55,standing,4
2021-11-08 23:49:16.843750+00:00,-29,-11,55,standing,4
2021-11-08 23:49:16.875000+00:00,-30,-10,56,standing,4
2021-11-08 23:49:16.906250+00:00,-31,-11,56,standing,4
2021-11-08 23:49:16.937500+00:00,-29,-10,54,standing,4
2021-11-08 23:49:16.968750+00:00,-29,-9,53,standing,4
2021-11-08 23:49:17+00:00,-29,-11,55,standing,4
2021-11-08 23:49:17.031250+00:00,-31,-11,56,standing,4
2021-11-08 23:49:17.062500+00:00,-31,-9,55,standing,4
2021-11-08 23:49:17.093750+00:00,-29,-9,53,standing,4
2021-11-08 23:49:17.125000+00:00,-29,-11,55,standing,4
2021-11-08 23:49:17.156250+00:00,-31,-11,55,standing,4
2021-11-08 23:49:17.187500+00:00,-29,-10,54,standing,4
2021-11-08 23:49:17.218750+00:00,-29,-9,53,standing,4
2021-11-08 23:49:17.250000+00:00,-30,-12,56,standing,4
2021-11-08 23:49:17.281250+00:00,-30,-12,56,standing,4
2021-11-08 23:49:17.312500+00:00,-28,-11,53,standing,4
2021-11-08 23:49:17.343750+00:00,-29,-10,53,standing,4
2021-11-08 23:49:17.375000+00:00,-32,-11,57,standing,4
2021-11-08 23:49:17.406250+00:00,-31,-11,56,standing,4
2021-11-08 23:49:17.437500+00:00,-29,-10,54,standing,4
2021-11-08 23:49:17.468750+00:00,-33,-13,58,standing,4
2021-11-08 23:49:17.500000+00:00,-30,-13,59,standing,4
2021-11-08 23:49:17.531250+00:00,-26,-10,53,standing,4
2021-11-08 23:49:17.562500+00:00,-29,-8,50,standing,4
2021-11-08 23:49:17.593750+00:00,-31,-9,53,standing,4
2021-11-08 23:49:17.625000+00:00,-30,-10,55,standing,4
2021-11-08 23:49:17.656250+00:00,-30,-10,55,standing,4
2021-11-08 23:49:17.687500+00:00,-30,-8,56,standing,4
2021-11-08 23:49:17.718750+00:00,-31,-7,56,standing,4
2021-11-08 23:49:17.750000+00:00,-30,-6,55,standing,4
2021-11-08 23:49:17.781250+00:00,-29,-7,55,standing,4
2021-11-08 23:49:17.812500+00:00,-30,-9,56,standing,4
2021-11-08 23:49:17.843750+00:00,-31,-9,56,standing,4
2021-11-08 23:49:17.875000+00:00,-30,-8,55,standing,4
2021-11-08 23:49:17.906250+00:00,-30,-8,54,standing,4
2021-11-08 23:49:17.937500+00:00,-30,-8,53,standing,4
2021-11-08 23:49:17.968750+00:00,-29,-9,54,standing,4
2021-11-08 23:49:18+00:00,-29,-9,54,standing,4
2021-11-08 23:49:18.031250+00:00,-30,-9,54,standing,4
2021-11-08 23:49:18.062500+00:00,-31,-10,54,standing,4
2021-11-08 23:49:18.093750+00:00,-31,-8,56,standing,4
2021-11-08 23:49:18.125000+00:00,-30,-10,56,standing,4
2021-11-08 23:49:18.156250+00:00,-30,-10,56,standing,4
2021-11-08 23:49:18.187500+00:00,-29,-8,54,standing,4
2021-11-08 23:49:18.218750+00:00,-30,-8,53,standing,4
2021-11-08 23:49:18.250000+00:00,-31,-11,56,standing,4
2021-11-08 23:49:18.281250+00:00,-31,-11,57,standing,4
2021-11-08 23:49:18.312500+00:00,-28,-10,55,standing,4
2021-11-08 23:49:18.343750+00:00,-31,-9,52,standing,4
2021-11-08 23:49:18.375000+00:00,-33,-9,54,standing,4
2021-11-08 23:49:18.406250+00:00,-31,-10,56,standing,4
2021-11-08 23:49:18.437500+00:00,-29,-9,54,standing,4
2021-11-08 23:49:18.468750+00:00,-30,-9,52,standing,4
2021-11-08 23:49:18.500000+00:00,-31,-10,56,standing,4
2021-11-08 23:49:18.531250+00:00,-31,-10,57,standing,4
2021-11-08 23:49:18.562500+00:00,-30,-9,51,standing,4
2021-11-08 23:49:18.593750+00:00,-29,-9,52,standing,4
2021-11-08 23:49:18.625000+00:00,-31,-10,57,standing,4
2021-11-08 23:49:18.656250+00:00,-31,-10,56,standing,4
2021-11-08 23:49:18.687500+00:00,-30,-9,52,standing,4
2021-11-08 23:49:18.718750+00:00,-30,-9,53,standing,4
2021-11-08 23:49:18.750000+00:00,-31,-10,55,standing,4
2021-11-08 23:49:18.781250+00:00,-31,-10,54,standing,4
2021-11-08 23:49:18.812500+00:00,-30,-10,55,standing,4
2021-11-08 23:49:18.843750+00:00,-29,-10,57,standing,4
2021-11-08 23:49:18.875000+00:00,-30,-10,56,standing,4
2021-11-08 23:49:18.906250+00:00,-30,-10,54,standing,4
2021-11-08 23:49:18.937500+00:00,-30,-10,55,standing,4
2021-11-08 23:49:18.968750+00:00,-30,-9,55,standing,4
2021-11-08 23:49:19+00:00,-30,-10,53,standing,4
2021-11-08 23:49:19.031250+00:00,-29,-10,54,standing,4
2021-11-08 23:49:19.062500+00:00,-30,-11,56,standing,4
2021-11-08 23:49:19.093750+00:00,-31,-11,55,standing,4
2021-11-08 23:49:19.125000+00:00,-28,-9,52,standing,4
2021-11-08 23:49:19.156250+00:00,-30,-10,55,standing,4
2021-11-08 23:49:19.187500+00:00,-32,-10,56,standing,4
2021-11-08 23:49:19.218750+00:00,-30,-9,55,standing,4
2021-11-08 23:49:19.250000+00:00,-30,-9,55,standing,4
2021-11-08 23:49:19.281250+00:00,-31,-10,56,standing,4
2021-11-08 23:49:19.312500+00:00,-31,-11,55,standing,4
2021-11-08 23:49:19.343750+00:00,-29,-9,55,standing,4
2021-11-08 23:49:19.375000+00:00,-30,-9,52,standing,4
2021-11-08 23:49:19.406250+00:00,-32,-9,51,standing,4
2021-11-08 23:49:19.437500+00:00,-32,-10,55,standing,4
2021-11-08 23:49:19.468750+00:00,-30,-10,56,standing,4
2021-11-08 23:49:19.500000+00:00,-32,-9,53,standing,4
2021-11-08 23:49:19.531250+00:00,-32,-8,53,standing,4
2021-11-08 23:49:19.562500+00:00,-30,-9,55,standing,4
2021-11-08 23:49:19.593750+00:00,-31,-9,56,standing,4
2021-11-08 23:49:19.625000+00:00,-32,-9,54,standing,4
2021-11-08 23:49:19.656250+00:00,-31,-9,54,standing,4
2021-11-08 23:49:19.687500+00:00,-31,-9,55,standing,4
2021-11-08 23:49:19.718750+00:00,-33,-9,54,standing,4
2021-11-08 23:49:19.750000+00:00,-32,-9,53,standing,4
2021-11-08 23:49:19.781250+00:00,-30,-8,53,standing,4
2021-11-08 23:49:19.812500+00:00,-32,-9,54,standing,4
2021-11-08 23:49:19.843750+00:00,-32,-10,54,standing,4
2021-11-08 23:49:19.875000+00:00,-30,-10,54,standing,4
2021-11-08 23:49:19.906250+00:00,-30,-9,54,standing,4
2021-11-08 23:49:19.937500+00:00,-30,-9,53,standing,4
2021-11-08 23:49:19.968750+00:00,-29,-10,54,standing,4
2021-11-08 23:49:20+00:00,-31,-10,55,standing,4
2021-11-08 23:49:20.031250+00:00,-31,-9,55,standing,4
2021-11-08 23:49:20.062500+00:00,-30,-10,56,standing,4
2021-11-08 23:49:20.093750+00:00,-31,-9,55,standing,4
2021-11-08 23:49:20.125000+00:00,-32,-9,55,standing,4
2021-11-08 23:49:20.156250+00:00,-29,-9,54,standing,4
2021-11-08 23:49:20.187500+00:00,-30,-9,53,standing,4
2021-11-08 23:49:20.218750+00:00,-32,-10,55,standing,4
2021-11-08 23:49:20.250000+00:00,-29,-10,54,standing,4
2021-11-08 23:49:20.281250+00:00,-29,-9,53,standing,4
2021-11-08 23:49:20.312500+00:00,-32,-9,56,standing,4
2021-11-08 23:49:20.343750+00:00,-33,-10,57,standing,4
2021-11-08 23:49:20.375000+00:00,-30,-9,54,standing,4
2021-11-08 23:49:20.406250+00:00,-29,-8,53,standing,4
2021-11-08 23:49:20.437500+00:00,-31,-8,53,standing,4
2021-11-08 23:49:20.468750+00:00,-31,-10,55,standing,4
2021-11-08 23:49:20.500000+00:00,-30,-10,55,standing,4
2021-11-08 23:49:20.531250+00:00,-30,-9,54,standing,4
2021-11-08 23:49:20.562500+00:00,-30,-9,54,standing,4
2021-11-08 23:49:20.593750+00:00,-31,-10,55,standing,4
2021-11-08 23:49:20.625000+00:00,-30,-10,55,standing,4
2021-11-08 23:49:20.656250+00:00,-30,-10,55,standing,4
2021-11-08 23:49:20.687500+00:00,-31,-10,55,standing,4
2021-11-08 23:49:20.718750+00:00,-31,-9,55,standing,4
2021-11-08 23:49:20.750000+00:00,-30,-9,55,standing,4
2021-11-08 23:49:20.781250+00:00,-29,-9,55,standing,4
2021-11-08 23:49:20.812500+00:00,-31,-10,54,standing,4
2021-11-08 23:49:20.843750+00:00,-31,-11,56,standing,4
2021-11-08 23:49:20.875000+00:00,-29,-9,55,standing,4
2021-11-08 23:49:20.906250+00:00,-29,-8,53,standing,4
2021-11-08 23:49:20.937500+00:00,-30,-9,54,standing,4
2021-11-08 23:49:20.968750+00:00,-32,-10,56,standing,4
2021-11-08 23:49:21+00:00,-30,-10,55,standing,4
2021-11-08 23:49:21.031250+00:00,-30,-9,53,standing,4
2021-11-08 23:49:21.062500+00:00,-30,-10,54,standing,4
2021-11-08 23:49:21.093750+00:00,-31,-10,56,standing,4
2021-11-08 23:49:21.125000+00:00,-31,-10,55,standing,4
2021-11-08 23:49:21.156250+00:00,-30,-10,54,standing,4
2021-11-08 23:49:21.187500+00:00,-29,-10,54,standing,4
2021-11-08 23:49:21.218750+00:00,-30,-10,54,standing,4
2021-11-08 23:49:21.250000+00:00,-31,-10,54,standing,4
2021-11-08 23:49:21.281250+00:00,-31,-10,55,standing,4
2021-11-08 23:49:21.312500+00:00,-30,-10,55,standing,4
2021-11-08 23:49:21.343750+00:00,-31,-8,54,standing,4
2021-11-08 23:49:21.375000+00:00,-31,-8,54,standing,4
2021-11-08 23:49:21.406250+00:00,-30,-10,55,standing,4
2021-11-08 23:49:21.437500+00:00,-32,-10,56,standing,4
2021-11-08 23:49:21.468750+00:00,-31,-9,55,standing,4
2021-11-08 23:49:21.500000+00:00,-30,-9,53,standing,4
2021-11-08 23:49:21.531250+00:00,-30,-9,54,standing,4
2021-11-08 23:49:21.562500+00:00,-32,-8,55,standing,4
2021-11-08 23:49:21.593750+00:00,-30,-8,54,standing,4
2021-11-08 23:49:21.625000+00:00,-29,-9,54,standing,4
2021-11-08 23:49:21.656250+00:00,-31,-10,55,standing,4
2021-11-08 23:49:21.687500+00:00,-32,-10,56,standing,4
2021-11-08 23:49:21.718750+00:00,-31,-9,54,standing,4
2021-11-08 23:49:21.750000+00:00,-30,-9,54,standing,4
2021-11-08 23:49:21.781250+00:00,-31,-9,55,standing,4
2021-11-08 23:49:21.812500+00:00,-30,-10,55,standing,4
2021-11-08 23:49:21.843750+00:00,-30,-9,53,standing,4
2021-11-08 23:49:21.875000+00:00,-31,-9,53,standing,4
2021-11-08 23:49:21.906250+00:00,-31,-10,55,standing,4
2021-11-08 23:49:21.937500+00:00,-30,-10,55,standing,4
2021-11-08 23:49:21.968750+00:00,-29,-10,53,standing,4
2021-11-08 23:49:22+00:00,-31,-10,55,standing,4
2021-11-08 23:49:22.031250+00:00,-30,-10,56,standing,4
2021-11-08 23:49:22.062500+00:00,-30,-9,55,standing,4
2021-11-08 23:49:22.093750+00:00,-31,-9,54,standing,4
2021-11-08 23:49:22.125000+00:00,-30,-9,54,standing,4
2021-11-08 23:49:22.156250+00:00,-30,-10,54,standing,4
2021-11-08 23:49:22.187500+00:00,-31,-9,56,standing,4
