datatime,acc_x,acc_y,acc_z,label
2021-10-27 15:39:26.562500+00:00,41,42,21,standing
2021-10-27 15:39:26.593750+00:00,41,42,21,standing
2021-10-27 15:39:26.625000+00:00,41,42,21,standing
2021-10-27 15:39:26.656250+00:00,41,43,21,standing
2021-10-27 15:39:26.687500+00:00,41,42,21,standing
2021-10-27 15:39:26.718750+00:00,41,43,22,standing
2021-10-27 15:39:26.750000+00:00,41,42,22,standing
2021-10-27 15:39:26.781250+00:00,41,43,21,standing
2021-10-27 15:39:26.812500+00:00,41,42,21,standing
2021-10-27 15:39:26.843750+00:00,41,42,21,standing
2021-10-27 15:39:26.875000+00:00,41,43,21,standing
2021-10-27 15:39:26.906250+00:00,41,42,21,standing
2021-10-27 15:39:26.937500+00:00,41,42,22,standing
2021-10-27 15:39:26.968750+00:00,42,43,21,standing
2021-10-27 15:39:27+00:00,41,42,21,standing
2021-10-27 15:39:27.031250+00:00,41,42,21,standing
2021-10-27 15:39:27.062500+00:00,41,42,21,standing
2021-10-27 15:39:27.093750+00:00,41,42,22,standing
2021-10-27 15:39:27.125000+00:00,41,42,21,standing
2021-10-27 15:39:27.156250+00:00,41,42,21,standing
2021-10-27 15:39:27.187500+00:00,41,42,21,standing
2021-10-27 15:39:27.218750+00:00,41,42,21,standing
2021-10-27 15:39:27.250000+00:00,41,42,21,standing
2021-10-27 15:39:27.281250+00:00,41,42,21,standing
2021-10-27 15:39:27.312500+00:00,41,42,21,standing
2021-10-27 15:39:27.343750+00:00,41,42,21,standing
2021-10-27 15:39:27.375000+00:00,41,42,22,standing
2021-10-27 15:39:27.406250+00:00,41,42,21,standing
2021-10-27 15:39:27.437500+00:00,41,42,21,standing
2021-10-27 15:39:27.468750+00:00,41,43,21,standing
2021-10-27 15:39:27.500000+00:00,41,42,22,standing
2021-10-27 15:39:27.531250+00:00,42,42,22,standing
2021-10-27 15:39:27.562500+00:00,41,42,22,standing
2021-10-27 15:39:27.593750+00:00,41,42,22,standing
2021-10-27 15:39:27.625000+00:00,41,42,21,standing
2021-10-27 15:39:27.656250+00:00,41,42,21,standing
2021-10-27 15:39:27.687500+00:00,41,42,21,standing
2021-10-27 15:39:27.718750+00:00,41,42,21,standing
2021-10-27 15:39:27.750000+00:00,41,42,21,standing
2021-10-27 15:39:27.781250+00:00,41,42,21,standing
2021-10-27 15:39:27.812500+00:00,41,43,21,standing
2021-10-27 15:39:27.843750+00:00,41,42,21,standing
2021-10-27 15:39:27.875000+00:00,41,42,21,standing
2021-10-27 15:39:27.906250+00:00,41,43,21,standing
2021-10-27 15:39:27.937500+00:00,41,42,21,standing
2021-10-27 15:39:27.968750+00:00,41,42,21,standing
2021-10-27 15:39:28+00:00,41,42,21,standing
2021-10-27 15:39:28.031250+00:00,41,42,21,standing
2021-10-27 15:39:28.062500+00:00,41,42,21,standing
2021-10-27 15:39:28.093750+00:00,41,42,21,standing
2021-10-27 15:39:28.125000+00:00,41,43,21,standing
2021-10-27 15:39:28.156250+00:00,41,42,21,standing
2021-10-27 15:39:28.187500+00:00,41,43,21,standing
2021-10-27 15:39:28.218750+00:00,41,43,21,standing
2021-10-27 15:39:28.250000+00:00,42,42,21,standing
2021-10-27 15:39:28.281250+00:00,41,42,21,standing
2021-10-27 15:39:28.312500+00:00,41,42,21,standing
2021-10-27 15:39:28.343750+00:00,41,42,21,standing
2021-10-27 15:39:28.375000+00:00,41,42,21,standing
2021-10-27 15:39:28.406250+00:00,41,42,21,standing
2021-10-27 15:39:28.437500+00:00,41,43,21,standing
2021-10-27 15:39:28.468750+00:00,41,43,21,standing
2021-10-27 15:39:28.500000+00:00,41,42,21,standing
2021-10-27 15:39:28.531250+00:00,41,43,21,standing
2021-10-27 15:39:28.562500+00:00,41,42,21,standing
2021-10-27 15:39:28.593750+00:00,41,42,21,standing
2021-10-27 15:39:28.625000+00:00,41,42,21,standing
2021-10-27 15:39:28.656250+00:00,41,42,21,standing
2021-10-27 15:39:28.687500+00:00,41,42,21,standing
2021-10-27 15:39:28.718750+00:00,41,43,21,standing
2021-10-27 15:39:28.750000+00:00,41,42,21,standing
2021-10-27 15:39:28.781250+00:00,41,43,21,standing
2021-10-27 15:39:28.812500+00:00,41,42,21,standing
2021-10-27 15:39:28.843750+00:00,41,42,21,standing
2021-10-27 15:39:28.875000+00:00,41,42,21,standing
2021-10-27 15:39:28.906250+00:00,42,42,21,standing
2021-10-27 15:39:28.937500+00:00,42,43,21,standing
2021-10-27 15:39:28.968750+00:00,42,43,21,standing
2021-10-27 15:39:29+00:00,41,42,21,standing
2021-10-27 15:39:29.031250+00:00,41,42,21,standing
2021-10-27 15:39:29.062500+00:00,42,43,21,standing
2021-10-27 15:39:29.093750+00:00,42,42,21,standing
2021-10-27 15:39:29.125000+00:00,41,42,21,standing
2021-10-27 15:39:29.156250+00:00,41,42,21,standing
2021-10-27 15:39:29.187500+00:00,41,43,21,standing
2021-10-27 15:39:29.218750+00:00,41,43,21,standing
2021-10-27 15:39:29.250000+00:00,42,42,21,standing
2021-10-27 15:39:29.281250+00:00,41,42,21,standing
2021-10-27 15:39:29.312500+00:00,41,42,21,standing
2021-10-27 15:39:29.343750+00:00,41,43,21,standing
2021-10-27 15:39:29.375000+00:00,41,42,21,standing
2021-10-27 15:39:29.406250+00:00,41,43,21,standing
2021-10-27 15:39:29.437500+00:00,41,42,21,standing
2021-10-27 15:39:29.468750+00:00,41,42,21,standing
2021-10-27 15:39:29.500000+00:00,41,42,21,standing
2021-10-27 15:39:29.531250+00:00,42,42,21,standing
2021-10-27 15:39:29.562500+00:00,41,42,21,standing
2021-10-27 15:39:29.593750+00:00,42,42,21,standing
2021-10-27 15:39:29.625000+00:00,42,42,21,standing
2021-10-27 15:39:29.656250+00:00,42,42,21,standing
2021-10-27 15:39:29.687500+00:00,42,42,21,standing
2021-10-27 15:39:29.718750+00:00,41,42,21,standing
2021-10-27 15:39:29.750000+00:00,42,42,21,standing
2021-10-27 15:39:29.781250+00:00,42,42,21,standing
2021-10-27 15:39:29.812500+00:00,41,42,21,standing
2021-10-27 15:39:29.843750+00:00,41,42,21,standing
2021-10-27 15:39:29.875000+00:00,41,42,21,standing
2021-10-27 15:39:29.906250+00:00,41,42,22,standing
2021-10-27 15:39:29.937500+00:00,41,42,22,standing
2021-10-27 15:39:29.968750+00:00,41,42,22,standing
2021-10-27 15:39:30+00:00,41,42,22,standing
2021-10-27 15:39:30.031250+00:00,41,42,22,standing
2021-10-27 15:39:30.062500+00:00,42,42,22,standing
2021-10-27 15:39:30.093750+00:00,41,42,22,standing
2021-10-27 15:39:30.125000+00:00,41,42,21,standing
2021-10-27 15:39:30.156250+00:00,41,41,22,standing
2021-10-27 15:39:30.187500+00:00,41,41,21,standing
2021-10-27 15:39:30.218750+00:00,41,41,22,standing
2021-10-27 15:39:30.250000+00:00,43,41,22,standing
2021-10-27 15:39:30.281250+00:00,43,41,22,standing
2021-10-27 15:39:30.312500+00:00,43,42,22,standing
2021-10-27 15:39:30.343750+00:00,43,43,22,standing
2021-10-27 15:39:30.375000+00:00,43,43,21,standing
2021-10-27 15:39:30.406250+00:00,42,43,21,standing
2021-10-27 15:39:30.437500+00:00,42,43,20,standing
2021-10-27 15:39:30.468750+00:00,42,43,21,standing
2021-10-27 15:39:30.500000+00:00,42,42,21,standing
2021-10-27 15:39:30.531250+00:00,41,42,21,standing
2021-10-27 15:39:30.562500+00:00,41,42,21,standing
2021-10-27 15:39:30.593750+00:00,42,43,21,standing
2021-10-27 15:39:30.625000+00:00,42,43,21,standing
2021-10-27 15:39:30.656250+00:00,42,44,21,standing
2021-10-27 15:39:30.687500+00:00,41,44,21,standing
2021-10-27 15:39:30.718750+00:00,41,44,21,standing
2021-10-27 15:39:30.750000+00:00,41,44,21,standing
2021-10-27 15:39:30.781250+00:00,40,45,21,standing
2021-10-27 15:39:30.812500+00:00,39,45,21,standing
2021-10-27 15:39:30.843750+00:00,39,45,21,standing
2021-10-27 15:39:30.875000+00:00,38,46,21,standing
2021-10-27 15:39:30.906250+00:00,37,46,20,standing
2021-10-27 15:39:30.937500+00:00,37,46,20,standing
2021-10-27 15:39:30.968750+00:00,38,45,21,standing
2021-10-27 15:39:31+00:00,39,44,22,standing
2021-10-27 15:39:31.031250+00:00,41,44,23,standing
2021-10-27 15:39:31.062500+00:00,41,44,23,standing
2021-10-27 15:39:31.093750+00:00,40,43,23,standing
2021-10-27 15:39:31.125000+00:00,39,43,23,standing
2021-10-27 15:39:31.156250+00:00,39,43,23,standing
2021-10-27 15:39:31.187500+00:00,38,43,23,standing
2021-10-27 15:39:31.218750+00:00,38,43,23,standing
2021-10-27 15:39:31.250000+00:00,39,43,24,standing
2021-10-27 15:39:31.281250+00:00,39,42,24,standing
2021-10-27 15:39:31.312500+00:00,40,42,25,standing
2021-10-27 15:39:31.343750+00:00,40,41,25,standing
2021-10-27 15:39:31.375000+00:00,40,40,26,standing
2021-10-27 15:39:31.406250+00:00,41,39,27,standing
2021-10-27 15:39:31.437500+00:00,41,39,28,standing
2021-10-27 15:39:31.468750+00:00,40,38,29,standing
2021-10-27 15:39:31.500000+00:00,40,38,29,standing
2021-10-27 15:39:31.531250+00:00,41,37,30,standing
2021-10-27 15:39:31.562500+00:00,42,36,29,standing
2021-10-27 15:39:31.593750+00:00,42,36,29,standing
2021-10-27 15:39:31.625000+00:00,42,36,29,standing
2021-10-27 15:39:31.656250+00:00,42,36,30,standing
2021-10-27 15:39:31.687500+00:00,43,36,30,standing
2021-10-27 15:39:31.718750+00:00,43,36,29,standing
2021-10-27 15:39:31.750000+00:00,43,36,29,standing
2021-10-27 15:39:31.781250+00:00,43,36,28,standing
2021-10-27 15:39:31.812500+00:00,43,35,28,standing
2021-10-27 15:39:31.843750+00:00,44,35,28,standing
2021-10-27 15:39:31.875000+00:00,44,35,27,standing
2021-10-27 15:39:31.906250+00:00,44,35,27,standing
2021-10-27 15:39:31.937500+00:00,44,35,26,standing
2021-10-27 15:39:31.968750+00:00,44,36,25,standing
2021-10-27 15:39:32+00:00,45,37,25,standing
2021-10-27 15:39:32.031250+00:00,45,38,25,standing
2021-10-27 15:39:32.062500+00:00,44,38,25,standing
2021-10-27 15:39:32.093750+00:00,43,38,25,standing
2021-10-27 15:39:32.125000+00:00,44,37,24,standing
2021-10-27 15:39:32.156250+00:00,44,37,23,standing
2021-10-27 15:39:32.187500+00:00,46,36,22,standing
2021-10-27 15:39:32.218750+00:00,46,36,20,standing
2021-10-27 15:39:32.250000+00:00,46,35,20,standing
2021-10-27 15:39:32.281250+00:00,47,35,19,standing
2021-10-27 15:39:32.312500+00:00,48,34,19,standing
2021-10-27 15:39:32.343750+00:00,48,35,17,standing
2021-10-27 15:39:32.375000+00:00,47,36,17,standing
2021-10-27 15:39:32.406250+00:00,48,37,17,standing
2021-10-27 15:39:32.437500+00:00,48,37,16,standing
2021-10-27 15:39:32.468750+00:00,48,38,16,standing
2021-10-27 15:39:32.500000+00:00,47,39,15,standing
2021-10-27 15:39:32.531250+00:00,47,39,15,standing
2021-10-27 15:39:32.562500+00:00,47,40,14,standing
2021-10-27 15:39:32.593750+00:00,48,40,14,standing
2021-10-27 15:39:32.625000+00:00,48,40,14,standing
2021-10-27 15:39:32.656250+00:00,49,40,14,standing
2021-10-27 15:39:32.687500+00:00,49,40,13,standing
2021-10-27 15:39:32.718750+00:00,48,39,13,standing
2021-10-27 15:39:32.750000+00:00,48,39,13,standing
2021-10-27 15:39:32.781250+00:00,48,40,14,standing
2021-10-27 15:39:32.812500+00:00,49,40,15,standing
2021-10-27 15:39:32.843750+00:00,49,40,15,standing
2021-10-27 15:39:32.875000+00:00,50,40,15,standing
2021-10-27 15:39:32.906250+00:00,50,40,15,standing
2021-10-27 15:39:32.937500+00:00,51,40,15,standing
2021-10-27 15:39:32.968750+00:00,51,41,14,standing
2021-10-27 15:39:33+00:00,49,41,13,standing
2021-10-27 15:39:33.031250+00:00,45,40,11,standing
2021-10-27 15:39:33.062500+00:00,45,40,11,standing
2021-10-27 15:39:33.093750+00:00,45,40,12,standing
2021-10-27 15:39:33.125000+00:00,45,41,12,standing
2021-10-27 15:39:33.156250+00:00,45,42,12,standing
2021-10-27 15:39:33.187500+00:00,45,42,12,standing
2021-10-27 15:39:33.218750+00:00,45,44,13,standing
2021-10-27 15:39:33.250000+00:00,44,44,13,standing
2021-10-27 15:39:33.281250+00:00,43,44,13,standing
2021-10-27 15:39:33.312500+00:00,42,44,12,standing
2021-10-27 15:39:33.343750+00:00,41,44,12,standing
2021-10-27 15:39:33.375000+00:00,42,45,13,standing
2021-10-27 15:39:33.406250+00:00,42,45,13,standing
2021-10-27 15:39:33.437500+00:00,42,46,14,standing
2021-10-27 15:39:33.468750+00:00,41,47,14,standing
2021-10-27 15:39:33.500000+00:00,41,47,14,standing
2021-10-27 15:39:33.531250+00:00,41,46,15,standing
2021-10-27 15:39:33.562500+00:00,42,46,14,standing
2021-10-27 15:39:33.593750+00:00,42,45,14,standing
2021-10-27 15:39:33.625000+00:00,42,45,14,standing
2021-10-27 15:39:33.656250+00:00,40,45,14,standing
2021-10-27 15:39:33.687500+00:00,40,45,12,standing
2021-10-27 15:39:33.718750+00:00,40,45,12,standing
2021-10-27 15:39:33.750000+00:00,42,45,13,standing
2021-10-27 15:39:33.781250+00:00,42,46,13,standing
2021-10-27 15:39:33.812500+00:00,43,46,13,standing
2021-10-27 15:39:33.843750+00:00,43,46,13,standing
2021-10-27 15:39:33.875000+00:00,44,45,12,standing
2021-10-27 15:39:33.906250+00:00,45,44,13,standing
2021-10-27 15:39:33.937500+00:00,45,43,13,standing
2021-10-27 15:39:33.968750+00:00,46,43,13,standing
2021-10-27 15:39:34+00:00,47,43,14,standing
2021-10-27 15:39:34.031250+00:00,47,42,15,standing
2021-10-27 15:39:34.062500+00:00,47,42,15,standing
2021-10-27 15:39:34.093750+00:00,46,42,15,standing
2021-10-27 15:39:34.125000+00:00,45,42,15,standing
2021-10-27 15:39:34.156250+00:00,45,42,14,standing
2021-10-27 15:39:34.187500+00:00,45,42,14,standing
2021-10-27 15:39:34.218750+00:00,45,42,13,standing
2021-10-27 15:39:34.250000+00:00,45,41,14,standing
2021-10-27 15:39:34.281250+00:00,43,43,15,standing
2021-10-27 15:39:34.312500+00:00,42,43,15,standing
2021-10-27 15:39:34.343750+00:00,42,44,14,standing
2021-10-27 15:39:34.375000+00:00,42,44,14,standing
2021-10-27 15:39:34.406250+00:00,41,45,15,standing
2021-10-27 15:39:34.437500+00:00,40,46,17,standing
2021-10-27 15:39:34.468750+00:00,40,48,19,standing
2021-10-27 15:39:34.500000+00:00,40,48,19,standing
2021-10-27 15:39:34.531250+00:00,39,47,18,standing
2021-10-27 15:39:34.562500+00:00,39,46,22,standing
2021-10-27 15:39:34.593750+00:00,41,45,25,standing
2021-10-27 15:39:34.625000+00:00,48,44,30,standing
2021-10-27 15:39:34.656250+00:00,49,42,29,standing
2021-10-27 15:39:34.687500+00:00,41,37,26,standing
2021-10-27 15:39:34.718750+00:00,34,37,26,standing
2021-10-27 15:39:34.750000+00:00,24,34,26,standing
2021-10-27 15:39:34.781250+00:00,35,35,30,standing
2021-10-27 15:39:34.812500+00:00,37,37,31,standing
2021-10-27 15:39:34.843750+00:00,37,40,29,standing
2021-10-27 15:39:34.875000+00:00,37,41,28,standing
2021-10-27 15:39:34.906250+00:00,34,45,26,standing
2021-10-27 15:39:34.937500+00:00,33,46,25,standing
2021-10-27 15:39:34.968750+00:00,32,46,25,standing
2021-10-27 15:39:35+00:00,32,46,27,standing
2021-10-27 15:39:35.031250+00:00,33,45,27,standing
2021-10-27 15:39:35.062500+00:00,35,46,27,standing
2021-10-27 15:39:35.093750+00:00,35,46,26,standing
2021-10-27 15:39:35.125000+00:00,35,45,22,standing
2021-10-27 15:39:35.156250+00:00,35,46,23,standing
2021-10-27 15:39:35.187500+00:00,42,46,22,standing
2021-10-27 15:39:35.218750+00:00,49,43,23,standing
2021-10-27 15:39:35.250000+00:00,47,42,22,standing
2021-10-27 15:39:35.281250+00:00,37,36,17,standing
2021-10-27 15:39:35.312500+00:00,38,36,19,standing
2021-10-27 15:39:35.343750+00:00,45,34,19,standing
2021-10-27 15:39:35.375000+00:00,46,32,17,standing
2021-10-27 15:39:35.406250+00:00,47,33,17,standing
2021-10-27 15:39:35.437500+00:00,48,35,17,standing
2021-10-27 15:39:35.468750+00:00,50,37,16,standing
2021-10-27 15:39:35.500000+00:00,56,36,15,standing
2021-10-27 15:39:35.531250+00:00,58,36,16,standing
2021-10-27 15:39:35.562500+00:00,60,35,14,standing
2021-10-27 15:39:35.593750+00:00,53,36,10,standing
2021-10-27 15:39:35.625000+00:00,51,37,8,standing
2021-10-27 15:39:35.656250+00:00,52,38,6,standing
2021-10-27 15:39:35.687500+00:00,54,38,6,standing
2021-10-27 15:39:35.718750+00:00,52,37,5,standing
2021-10-27 15:39:35.750000+00:00,51,38,7,standing
2021-10-27 15:39:35.781250+00:00,51,40,10,standing
2021-10-27 15:39:35.812500+00:00,55,38,10,standing
2021-10-27 15:39:35.843750+00:00,55,37,8,standing
2021-10-27 15:39:35.875000+00:00,52,36,7,standing
2021-10-27 15:39:35.906250+00:00,50,37,6,standing
2021-10-27 15:39:35.937500+00:00,50,38,6,standing
2021-10-27 15:39:35.968750+00:00,50,39,7,standing
2021-10-27 15:39:36+00:00,51,41,10,standing
2021-10-27 15:39:36.031250+00:00,49,43,11,standing
2021-10-27 15:39:36.062500+00:00,48,43,11,standing
2021-10-27 15:39:36.093750+00:00,49,43,11,standing
2021-10-27 15:39:36.125000+00:00,49,43,11,standing
2021-10-27 15:39:36.156250+00:00,49,43,11,standing
2021-10-27 15:39:36.187500+00:00,49,42,10,standing
2021-10-27 15:39:36.218750+00:00,54,44,11,standing
2021-10-27 15:39:36.250000+00:00,51,43,12,standing
2021-10-27 15:39:36.281250+00:00,47,41,12,standing
2021-10-27 15:39:36.312500+00:00,41,38,11,standing
2021-10-27 15:39:36.343750+00:00,40,37,12,standing
2021-10-27 15:39:36.375000+00:00,42,38,15,standing
2021-10-27 15:39:36.406250+00:00,43,40,16,standing
2021-10-27 15:39:36.437500+00:00,43,44,17,standing
2021-10-27 15:39:36.468750+00:00,42,46,18,standing
2021-10-27 15:39:36.500000+00:00,41,47,18,standing
2021-10-27 15:39:36.531250+00:00,39,46,18,standing
2021-10-27 15:39:36.562500+00:00,38,44,18,standing
2021-10-27 15:39:36.593750+00:00,35,42,17,standing
2021-10-27 15:39:36.625000+00:00,35,41,17,standing
2021-10-27 15:39:36.656250+00:00,33,45,21,standing
2021-10-27 15:39:36.687500+00:00,33,52,28,standing
2021-10-27 15:39:36.718750+00:00,34,54,30,standing
2021-10-27 15:39:36.750000+00:00,37,51,26,standing
2021-10-27 15:39:36.781250+00:00,36,48,24,standing
2021-10-27 15:39:36.812500+00:00,33,42,24,standing
2021-10-27 15:39:36.843750+00:00,31,39,25,standing
2021-10-27 15:39:36.875000+00:00,28,33,25,standing
2021-10-27 15:39:36.906250+00:00,26,30,23,standing
2021-10-27 15:39:36.937500+00:00,26,31,25,standing
2021-10-27 15:39:36.968750+00:00,31,33,27,standing
2021-10-27 15:39:37+00:00,32,34,28,standing
2021-10-27 15:39:37.031250+00:00,38,38,30,standing
2021-10-27 15:39:37.062500+00:00,42,44,35,standing
2021-10-27 15:39:37.093750+00:00,45,50,38,standing
2021-10-27 15:39:37.125000+00:00,56,55,41,standing
2021-10-27 15:39:37.156250+00:00,58,59,38,standing
2021-10-27 15:39:37.187500+00:00,54,46,6,standing
2021-10-27 15:39:37.218750+00:00,49,43,-2,standing
2021-10-27 15:39:37.250000+00:00,30,43,-3,standing
2021-10-27 15:39:37.281250+00:00,28,44,-3,standing
2021-10-27 15:39:37.312500+00:00,38,44,-4,standing
2021-10-27 15:39:37.343750+00:00,45,39,-6,standing
2021-10-27 15:39:37.375000+00:00,48,39,-5,standing
2021-10-27 15:39:37.406250+00:00,53,42,6,standing
2021-10-27 15:39:37.437500+00:00,55,44,11,standing
2021-10-27 15:39:37.468750+00:00,56,44,12,standing
2021-10-27 15:39:37.500000+00:00,55,45,9,standing
2021-10-27 15:39:37.531250+00:00,52,45,7,standing
2021-10-27 15:39:37.562500+00:00,47,44,6,standing
2021-10-27 15:39:37.593750+00:00,47,42,5,standing
2021-10-27 15:39:37.625000+00:00,47,42,7,standing
2021-10-27 15:39:37.656250+00:00,47,42,9,standing
2021-10-27 15:39:37.687500+00:00,46,43,11,standing
2021-10-27 15:39:37.718750+00:00,48,45,11,standing
2021-10-27 15:39:37.750000+00:00,56,49,10,standing
2021-10-27 15:39:37.781250+00:00,50,50,9,standing
2021-10-27 15:39:37.812500+00:00,41,48,7,standing
2021-10-27 15:39:37.843750+00:00,37,40,8,standing
2021-10-27 15:39:37.875000+00:00,37,37,10,standing
2021-10-27 15:39:37.906250+00:00,39,37,14,standing
2021-10-27 15:39:37.937500+00:00,40,40,15,standing
2021-10-27 15:39:37.968750+00:00,41,46,17,standing
2021-10-27 15:39:38+00:00,40,49,19,standing
2021-10-27 15:39:38.031250+00:00,40,49,17,standing
2021-10-27 15:39:38.062500+00:00,38,47,14,standing
2021-10-27 15:39:38.093750+00:00,38,47,14,standing
2021-10-27 15:39:38.125000+00:00,38,47,15,standing
2021-10-27 15:39:38.156250+00:00,38,46,17,standing
2021-10-27 15:39:38.187500+00:00,39,45,17,standing
2021-10-27 15:39:38.218750+00:00,40,43,19,standing
2021-10-27 15:39:38.250000+00:00,39,42,21,standing
2021-10-27 15:39:38.281250+00:00,40,44,22,standing
2021-10-27 15:39:38.312500+00:00,40,45,22,standing
2021-10-27 15:39:38.343750+00:00,40,45,20,standing
2021-10-27 15:39:38.375000+00:00,40,44,20,standing
2021-10-27 15:39:38.406250+00:00,40,44,20,standing
2021-10-27 15:39:38.437500+00:00,40,43,21,standing
2021-10-27 15:39:38.468750+00:00,40,42,21,standing
2021-10-27 15:39:38.500000+00:00,40,42,22,standing
2021-10-27 15:39:38.531250+00:00,40,43,22,standing
2021-10-27 15:39:38.562500+00:00,40,43,21,standing
2021-10-27 15:39:38.593750+00:00,40,43,21,standing
2021-10-27 15:39:38.625000+00:00,41,43,21,standing
2021-10-27 15:39:38.656250+00:00,41,43,21,standing
2021-10-27 15:39:38.687500+00:00,40,44,21,standing
2021-10-27 15:39:38.718750+00:00,40,43,21,standing
2021-10-27 15:39:38.750000+00:00,40,43,21,standing
2021-10-27 15:39:38.781250+00:00,40,44,21,standing
2021-10-27 15:39:38.812500+00:00,40,43,21,standing
2021-10-27 15:39:38.843750+00:00,41,43,21,standing
2021-10-27 15:39:38.875000+00:00,41,43,21,standing
2021-10-27 15:39:38.906250+00:00,40,44,21,standing
2021-10-27 15:39:38.937500+00:00,40,44,21,standing
2021-10-27 15:39:38.968750+00:00,40,44,21,standing
2021-10-27 15:39:39+00:00,41,44,21,standing
2021-10-27 15:39:39.031250+00:00,40,43,20,standing
2021-10-27 15:39:39.062500+00:00,40,44,20,standing
2021-10-27 15:39:39.093750+00:00,39,44,19,standing
2021-10-27 15:39:39.125000+00:00,39,45,19,standing
2021-10-27 15:39:39.156250+00:00,40,45,19,standing
2021-10-27 15:39:39.187500+00:00,40,45,19,standing
2021-10-27 15:39:39.218750+00:00,42,44,21,standing
2021-10-27 15:39:39.250000+00:00,43,42,22,standing
2021-10-27 15:39:39.281250+00:00,43,43,21,standing
2021-10-27 15:39:39.312500+00:00,41,44,20,standing
2021-10-27 15:39:39.343750+00:00,40,45,19,standing
2021-10-27 15:39:39.375000+00:00,37,46,18,standing
2021-10-27 15:39:39.406250+00:00,37,46,18,standing
2021-10-27 15:39:39.437500+00:00,37,45,18,standing
2021-10-27 15:39:39.468750+00:00,40,44,19,standing
2021-10-27 15:39:39.500000+00:00,41,44,20,standing
2021-10-27 15:39:39.531250+00:00,42,43,23,standing
2021-10-27 15:39:39.562500+00:00,43,43,23,standing
2021-10-27 15:39:39.593750+00:00,42,43,22,standing
2021-10-27 15:39:39.625000+00:00,41,43,21,standing
2021-10-27 15:39:39.656250+00:00,41,42,21,standing
2021-10-27 15:39:39.687500+00:00,41,42,21,standing
2021-10-27 15:39:39.718750+00:00,41,42,21,standing
2021-10-27 15:39:39.750000+00:00,42,41,21,standing
2021-10-27 15:39:39.781250+00:00,42,41,21,standing
2021-10-27 15:39:39.812500+00:00,41,42,21,standing
2021-10-27 15:39:39.843750+00:00,41,41,20,standing
2021-10-27 15:39:39.875000+00:00,42,42,21,standing
2021-10-27 15:39:39.906250+00:00,43,42,20,standing
2021-10-27 15:39:39.937500+00:00,43,41,20,standing
2021-10-27 15:39:39.968750+00:00,44,41,21,standing
2021-10-27 15:39:40+00:00,44,41,22,standing
2021-10-27 15:39:40.031250+00:00,44,42,20,standing
2021-10-27 15:39:40.062500+00:00,44,41,20,standing
2021-10-27 15:39:40.093750+00:00,42,41,18,standing
2021-10-27 15:39:40.125000+00:00,42,41,18,standing
2021-10-27 15:39:40.156250+00:00,43,41,18,standing
2021-10-27 15:39:40.187500+00:00,41,41,16,standing
2021-10-27 15:39:40.218750+00:00,40,41,15,standing
2021-10-27 15:39:40.250000+00:00,44,40,17,standing
2021-10-27 15:39:40.281250+00:00,47,40,19,standing
2021-10-27 15:39:40.312500+00:00,48,40,19,standing
2021-10-27 15:39:40.343750+00:00,45,39,17,standing
2021-10-27 15:39:40.375000+00:00,45,39,16,standing
2021-10-27 15:39:40.406250+00:00,44,39,15,standing
2021-10-27 15:39:40.437500+00:00,45,40,15,standing
2021-10-27 15:39:40.468750+00:00,45,40,15,standing
2021-10-27 15:39:40.500000+00:00,45,40,16,standing
2021-10-27 15:39:40.531250+00:00,47,41,16,standing
2021-10-27 15:39:40.562500+00:00,50,40,15,standing
2021-10-27 15:39:40.593750+00:00,51,40,15,standing
2021-10-27 15:39:40.625000+00:00,48,39,14,standing
2021-10-27 15:39:40.656250+00:00,46,40,13,standing
2021-10-27 15:39:40.687500+00:00,46,39,13,standing
2021-10-27 15:39:40.718750+00:00,48,40,14,standing
2021-10-27 15:39:40.750000+00:00,48,41,14,standing
2021-10-27 15:39:40.781250+00:00,47,40,14,standing
2021-10-27 15:39:40.812500+00:00,48,41,14,standing
2021-10-27 15:39:40.843750+00:00,47,41,15,standing
2021-10-27 15:39:40.875000+00:00,47,41,15,standing
2021-10-27 15:39:40.906250+00:00,46,41,13,standing
2021-10-27 15:39:40.937500+00:00,46,41,11,standing
2021-10-27 15:39:40.968750+00:00,46,41,10,standing
2021-10-27 15:39:41+00:00,46,42,14,standing
2021-10-27 15:39:41.031250+00:00,43,42,14,standing
2021-10-27 15:39:41.062500+00:00,41,43,12,standing
2021-10-27 15:39:41.093750+00:00,41,44,12,standing
2021-10-27 15:39:41.125000+00:00,43,45,10,standing
2021-10-27 15:39:41.156250+00:00,45,46,10,standing
2021-10-27 15:39:41.187500+00:00,47,45,11,standing
2021-10-27 15:39:41.218750+00:00,48,43,13,standing
2021-10-27 15:39:41.250000+00:00,48,42,13,standing
2021-10-27 15:39:41.281250+00:00,47,42,13,standing
2021-10-27 15:39:41.312500+00:00,47,42,13,standing
2021-10-27 15:39:41.343750+00:00,47,43,13,standing
2021-10-27 15:39:41.375000+00:00,45,43,12,standing
2021-10-27 15:39:41.406250+00:00,45,43,12,standing
2021-10-27 15:39:41.437500+00:00,45,43,12,standing
2021-10-27 15:39:41.468750+00:00,45,43,12,standing
2021-10-27 15:39:41.500000+00:00,45,43,12,standing
2021-10-27 15:39:41.531250+00:00,45,43,12,standing
2021-10-27 15:39:41.562500+00:00,45,42,12,standing
2021-10-27 15:39:41.593750+00:00,45,42,12,standing
2021-10-27 15:39:41.625000+00:00,45,42,12,standing
