datatime,acc_x,acc_y,acc_z
2021-10-27 16:14:06.906250+00:00,-30,92,21
2021-10-27 16:14:06.937500+00:00,-39,90,26
2021-10-27 16:14:06.968750+00:00,-42,81,28
2021-10-27 16:14:07+00:00,-32,75,31
2021-10-27 16:14:07.031250+00:00,-25,71,31
2021-10-27 16:14:07.062500+00:00,-28,71,25
2021-10-27 16:14:07.093750+00:00,-32,70,14
2021-10-27 16:14:07.125000+00:00,-31,68,9
2021-10-27 16:14:07.156250+00:00,-28,84,3
2021-10-27 16:14:07.187500+00:00,-36,108,3
2021-10-27 16:14:07.218750+00:00,-34,101,2
2021-10-27 16:14:07.250000+00:00,-28,92,-1
2021-10-27 16:14:07.281250+00:00,-26,106,-3
2021-10-27 16:14:07.312500+00:00,-15,120,-10
2021-10-27 16:14:07.343750+00:00,-12,113,-10
2021-10-27 16:14:07.375000+00:00,-15,97,-8
2021-10-27 16:14:07.406250+00:00,-12,90,-5
2021-10-27 16:14:07.437500+00:00,-9,89,-5
2021-10-27 16:14:07.468750+00:00,-5,83,-4
2021-10-27 16:14:07.500000+00:00,-4,80,-3
2021-10-27 16:14:07.531250+00:00,-1,74,0
2021-10-27 16:14:07.562500+00:00,3,63,0
2021-10-27 16:14:07.593750+00:00,6,60,1
2021-10-27 16:14:07.625000+00:00,11,49,3
2021-10-27 16:14:07.656250+00:00,13,39,4
2021-10-27 16:14:07.687500+00:00,15,32,3
2021-10-27 16:14:07.718750+00:00,14,35,1
2021-10-27 16:14:07.750000+00:00,1,53,1
2021-10-27 16:14:07.781250+00:00,-13,76,10
2021-10-27 16:14:07.812500+00:00,-18,93,18
2021-10-27 16:14:07.843750+00:00,-22,121,18
2021-10-27 16:14:07.875000+00:00,-20,127,6
2021-10-27 16:14:07.906250+00:00,-15,114,-8
2021-10-27 16:14:07.937500+00:00,-12,101,-4
2021-10-27 16:14:07.968750+00:00,-8,91,10
2021-10-27 16:14:08+00:00,-19,91,23
2021-10-27 16:14:08.031250+00:00,-25,89,28
2021-10-27 16:14:08.062500+00:00,-37,78,26
2021-10-27 16:14:08.093750+00:00,-40,73,25
2021-10-27 16:14:08.125000+00:00,-38,73,21
2021-10-27 16:14:08.156250+00:00,-37,73,17
2021-10-27 16:14:08.187500+00:00,-38,67,8
2021-10-27 16:14:08.218750+00:00,-38,65,5
2021-10-27 16:14:08.250000+00:00,-31,82,3
2021-10-27 16:14:08.281250+00:00,-33,100,3
2021-10-27 16:14:08.312500+00:00,-31,94,2
2021-10-27 16:14:08.343750+00:00,-27,95,-3
2021-10-27 16:14:08.375000+00:00,-25,108,-4
2021-10-27 16:14:08.406250+00:00,-21,122,-5
2021-10-27 16:14:08.437500+00:00,-15,109,-5
2021-10-27 16:14:08.468750+00:00,-14,103,-4
2021-10-27 16:14:08.500000+00:00,-11,100,-3
2021-10-27 16:14:08.531250+00:00,-7,99,-4
2021-10-27 16:14:08.562500+00:00,-2,92,-4
2021-10-27 16:14:08.593750+00:00,-1,86,-3
2021-10-27 16:14:08.625000+00:00,0,75,1
2021-10-27 16:14:08.656250+00:00,4,62,2
2021-10-27 16:14:08.687500+00:00,7,58,3
2021-10-27 16:14:08.718750+00:00,11,48,4
2021-10-27 16:14:08.750000+00:00,12,40,5
2021-10-27 16:14:08.781250+00:00,13,34,5
2021-10-27 16:14:08.812500+00:00,12,37,5
2021-10-27 16:14:08.843750+00:00,6,54,6
2021-10-27 16:14:08.875000+00:00,-2,74,7
2021-10-27 16:14:08.906250+00:00,-7,88,8
2021-10-27 16:14:08.937500+00:00,-13,121,5
2021-10-27 16:14:08.968750+00:00,-16,127,0
2021-10-27 16:14:09+00:00,-26,127,-5
2021-10-27 16:14:09.031250+00:00,-33,121,-2
2021-10-27 16:14:09.062500+00:00,-28,96,-3
2021-10-27 16:14:09.093750+00:00,-58,84,5
2021-10-27 16:14:09.125000+00:00,-45,76,13
2021-10-27 16:14:09.156250+00:00,-22,78,25
2021-10-27 16:14:09.187500+00:00,-23,73,26
2021-10-27 16:14:09.218750+00:00,-38,73,17
2021-10-27 16:14:09.250000+00:00,-50,69,9
2021-10-27 16:14:09.281250+00:00,-56,63,-5
2021-10-27 16:14:09.312500+00:00,-39,83,-6
2021-10-27 16:14:09.343750+00:00,-35,97,-4
2021-10-27 16:14:09.375000+00:00,-30,112,4
2021-10-27 16:14:09.406250+00:00,-26,95,3
2021-10-27 16:14:09.437500+00:00,-24,95,-1
2021-10-27 16:14:09.468750+00:00,-24,108,-3
2021-10-27 16:14:09.500000+00:00,-18,122,-7
2021-10-27 16:14:09.531250+00:00,-12,112,-7
2021-10-27 16:14:09.562500+00:00,-9,102,-5
2021-10-27 16:14:09.593750+00:00,-5,91,-3
2021-10-27 16:14:09.625000+00:00,-3,89,-2
2021-10-27 16:14:09.656250+00:00,0,84,-2
2021-10-27 16:14:09.687500+00:00,2,78,-1
2021-10-27 16:14:09.718750+00:00,0,68,-1
2021-10-27 16:14:09.750000+00:00,0,57,-1
2021-10-27 16:14:09.781250+00:00,2,54,1
2021-10-27 16:14:09.812500+00:00,7,41,2
2021-10-27 16:14:09.843750+00:00,9,34,3
2021-10-27 16:14:09.875000+00:00,11,32,4
2021-10-27 16:14:09.906250+00:00,10,35,3
2021-10-27 16:14:09.937500+00:00,8,54,2
2021-10-27 16:14:09.968750+00:00,-4,85,5
2021-10-27 16:14:10+00:00,-16,104,10
2021-10-27 16:14:10.031250+00:00,-34,127,8
2021-10-27 16:14:10.062500+00:00,-31,127,1
2021-10-27 16:14:10.093750+00:00,-20,116,-6
2021-10-27 16:14:10.125000+00:00,-20,102,-2
2021-10-27 16:14:10.156250+00:00,-21,88,2
2021-10-27 16:14:10.187500+00:00,-32,85,10
2021-10-27 16:14:10.218750+00:00,-35,83,14
2021-10-27 16:14:10.250000+00:00,-35,79,17
2021-10-27 16:14:10.281250+00:00,-34,74,18
2021-10-27 16:14:10.312500+00:00,-34,68,17
2021-10-27 16:14:10.343750+00:00,-39,66,15
2021-10-27 16:14:10.375000+00:00,-44,66,10
2021-10-27 16:14:10.406250+00:00,-38,80,3
2021-10-27 16:14:10.437500+00:00,-37,94,4
2021-10-27 16:14:10.468750+00:00,-33,114,7
2021-10-27 16:14:10.500000+00:00,-24,96,5
2021-10-27 16:14:10.531250+00:00,-20,98,-1
2021-10-27 16:14:10.562500+00:00,-18,112,-1
2021-10-27 16:14:10.593750+00:00,-12,126,-3
2021-10-27 16:14:10.625000+00:00,-9,106,-4
2021-10-27 16:14:10.656250+00:00,-9,98,-4
2021-10-27 16:14:10.687500+00:00,-7,90,-2
2021-10-27 16:14:10.718750+00:00,-5,86,-2
2021-10-27 16:14:10.750000+00:00,-4,82,-4
2021-10-27 16:14:10.781250+00:00,-2,77,-3
2021-10-27 16:14:10.812500+00:00,1,70,-3
2021-10-27 16:14:10.843750+00:00,5,59,-1
2021-10-27 16:14:10.875000+00:00,6,54,1
2021-10-27 16:14:10.906250+00:00,7,43,3
2021-10-27 16:14:10.937500+00:00,7,36,4
2021-10-27 16:14:10.968750+00:00,8,35,5
2021-10-27 16:14:11+00:00,6,50,10
2021-10-27 16:14:11.031250+00:00,3,59,11
2021-10-27 16:14:11.062500+00:00,-4,81,11
2021-10-27 16:14:11.093750+00:00,-3,93,11
2021-10-27 16:14:11.125000+00:00,-6,127,5
2021-10-27 16:14:11.156250+00:00,-11,127,0
2021-10-27 16:14:11.187500+00:00,-20,124,-5
2021-10-27 16:14:11.218750+00:00,-23,111,-4
2021-10-27 16:14:11.250000+00:00,-28,91,-1
2021-10-27 16:14:11.281250+00:00,-46,85,14
2021-10-27 16:14:11.312500+00:00,-40,81,18
2021-10-27 16:14:11.343750+00:00,-31,77,21
2021-10-27 16:14:11.375000+00:00,-31,70,22
2021-10-27 16:14:11.406250+00:00,-38,64,16
2021-10-27 16:14:11.437500+00:00,-44,63,12
2021-10-27 16:14:11.468750+00:00,-49,66,3
2021-10-27 16:14:11.500000+00:00,-37,88,0
2021-10-27 16:14:11.531250+00:00,-34,103,1
2021-10-27 16:14:11.562500+00:00,-29,115,7
2021-10-27 16:14:11.593750+00:00,-23,96,5
2021-10-27 16:14:11.625000+00:00,-21,96,0
2021-10-27 16:14:11.656250+00:00,-21,110,-1
2021-10-27 16:14:11.687500+00:00,-15,120,-5
2021-10-27 16:14:11.718750+00:00,-12,108,-6
2021-10-27 16:14:11.750000+00:00,-11,101,-6
2021-10-27 16:14:11.781250+00:00,-7,92,-5
2021-10-27 16:14:11.812500+00:00,-5,89,-5
2021-10-27 16:14:11.843750+00:00,-3,82,-7
2021-10-27 16:14:11.875000+00:00,-1,73,-4
2021-10-27 16:14:11.906250+00:00,0,67,-4
2021-10-27 16:14:11.937500+00:00,2,53,0
2021-10-27 16:14:11.968750+00:00,4,49,2
2021-10-27 16:14:12+00:00,10,38,4
2021-10-27 16:14:12.031250+00:00,12,32,4
2021-10-27 16:14:12.062500+00:00,18,35,5
2021-10-27 16:14:12.093750+00:00,16,43,7
2021-10-27 16:14:12.125000+00:00,5,67,12
2021-10-27 16:14:12.156250+00:00,-1,93,11
2021-10-27 16:14:12.187500+00:00,-5,107,9
2021-10-27 16:14:12.218750+00:00,-14,127,1
2021-10-27 16:14:12.250000+00:00,-18,127,-4
2021-10-27 16:14:12.281250+00:00,-22,109,-1
2021-10-27 16:14:12.312500+00:00,-19,100,2
2021-10-27 16:14:12.343750+00:00,-20,88,6
2021-10-27 16:14:12.375000+00:00,-47,88,17
2021-10-27 16:14:12.406250+00:00,-45,82,17
2021-10-27 16:14:12.437500+00:00,-37,73,20
2021-10-27 16:14:12.468750+00:00,-37,68,18
2021-10-27 16:14:12.500000+00:00,-34,68,11
2021-10-27 16:14:12.531250+00:00,-33,66,6
2021-10-27 16:14:12.562500+00:00,-31,64,3
2021-10-27 16:14:12.593750+00:00,-33,91,-1
2021-10-27 16:14:12.625000+00:00,-35,103,-1
2021-10-27 16:14:12.656250+00:00,-31,93,-3
2021-10-27 16:14:12.687500+00:00,-26,86,-4
2021-10-27 16:14:12.718750+00:00,-23,105,-8
2021-10-27 16:14:12.750000+00:00,-18,117,-9
2021-10-27 16:14:12.781250+00:00,-14,113,-11
2021-10-27 16:14:12.812500+00:00,-8,99,-7
2021-10-27 16:14:12.843750+00:00,-7,94,-5
2021-10-27 16:14:12.875000+00:00,-7,90,-3
2021-10-27 16:14:12.906250+00:00,-5,85,-3
2021-10-27 16:14:12.937500+00:00,-4,78,-3
2021-10-27 16:14:12.968750+00:00,-2,69,-2
2021-10-27 16:14:13+00:00,-1,66,-1
2021-10-27 16:14:13.031250+00:00,2,62,2
2021-10-27 16:14:13.062500+00:00,5,59,3
2021-10-27 16:14:13.093750+00:00,9,49,5
2021-10-27 16:14:13.125000+00:00,11,43,6
2021-10-27 16:14:13.156250+00:00,12,47,8
2021-10-27 16:14:13.187500+00:00,4,60,10
2021-10-27 16:14:13.218750+00:00,-1,66,10
2021-10-27 16:14:13.250000+00:00,-6,86,12
2021-10-27 16:14:13.281250+00:00,-8,100,12
2021-10-27 16:14:13.312500+00:00,-10,119,0
2021-10-27 16:14:13.343750+00:00,-11,119,-4
2021-10-27 16:14:13.375000+00:00,-28,108,-1
2021-10-27 16:14:13.406250+00:00,-33,91,4
2021-10-27 16:14:13.437500+00:00,-34,81,7
2021-10-27 16:14:13.468750+00:00,-46,75,10
2021-10-27 16:14:13.500000+00:00,-34,70,11
2021-10-27 16:14:13.531250+00:00,-37,69,10
2021-10-27 16:14:13.562500+00:00,-38,68,7
2021-10-27 16:14:13.593750+00:00,-39,65,2
2021-10-27 16:14:13.625000+00:00,-37,63,1
2021-10-27 16:14:13.656250+00:00,-34,64,2
2021-10-27 16:14:13.687500+00:00,-34,88,4
2021-10-27 16:14:13.718750+00:00,-41,100,2
2021-10-27 16:14:13.750000+00:00,-37,98,0
2021-10-27 16:14:13.781250+00:00,-33,90,2
2021-10-27 16:14:13.812500+00:00,-37,107,-2
2021-10-27 16:14:13.843750+00:00,-25,117,-7
2021-10-27 16:14:13.875000+00:00,-18,110,-8
2021-10-27 16:14:13.906250+00:00,-9,92,-5
2021-10-27 16:14:13.937500+00:00,-8,84,-4
2021-10-27 16:14:13.968750+00:00,-5,75,3
2021-10-27 16:14:14+00:00,-4,69,7
2021-10-27 16:14:14.031250+00:00,-5,65,5
2021-10-27 16:14:14.062500+00:00,-3,61,3
2021-10-27 16:14:14.093750+00:00,-3,59,1
2021-10-27 16:14:14.125000+00:00,1,54,-1
2021-10-27 16:14:14.156250+00:00,3,54,-1
2021-10-27 16:14:14.187500+00:00,2,49,-2
2021-10-27 16:14:14.218750+00:00,6,47,0
2021-10-27 16:14:14.250000+00:00,8,56,2
2021-10-27 16:14:14.281250+00:00,-2,74,3
2021-10-27 16:14:14.312500+00:00,-8,79,3
2021-10-27 16:14:14.343750+00:00,-14,94,7
2021-10-27 16:14:14.375000+00:00,-16,107,7
2021-10-27 16:14:14.406250+00:00,-22,122,-2
2021-10-27 16:14:14.437500+00:00,-24,112,-5
2021-10-27 16:14:14.468750+00:00,-25,85,-1
2021-10-27 16:14:14.500000+00:00,-25,75,4
2021-10-27 16:14:14.531250+00:00,-25,75,8
2021-10-27 16:14:14.562500+00:00,-26,73,10
2021-10-27 16:14:14.593750+00:00,-28,73,10
2021-10-27 16:14:14.625000+00:00,-29,65,14
2021-10-27 16:14:14.656250+00:00,-29,61,16
2021-10-27 16:14:14.687500+00:00,-35,63,20
2021-10-27 16:14:14.718750+00:00,-39,66,18
2021-10-27 16:14:14.750000+00:00,-40,71,13
2021-10-27 16:14:14.781250+00:00,-36,98,6
2021-10-27 16:14:14.812500+00:00,-34,114,6
2021-10-27 16:14:14.843750+00:00,-21,116,7
2021-10-27 16:14:14.875000+00:00,-16,99,5
2021-10-27 16:14:14.906250+00:00,-15,102,0
2021-10-27 16:14:14.937500+00:00,-12,121,-2
2021-10-27 16:14:14.968750+00:00,-10,120,-2
2021-10-27 16:14:15+00:00,-8,99,-5
2021-10-27 16:14:15.031250+00:00,-8,88,-5
2021-10-27 16:14:15.062500+00:00,-5,73,-5
2021-10-27 16:14:15.093750+00:00,-4,71,-6
2021-10-27 16:14:15.125000+00:00,-2,69,-8
2021-10-27 16:14:15.156250+00:00,-2,67,-8
2021-10-27 16:14:15.187500+00:00,-2,66,-9
2021-10-27 16:14:15.218750+00:00,-2,61,-7
2021-10-27 16:14:15.250000+00:00,-3,59,-6
2021-10-27 16:14:15.281250+00:00,1,50,-2
2021-10-27 16:14:15.312500+00:00,4,47,-1
2021-10-27 16:14:15.343750+00:00,5,49,1
2021-10-27 16:14:15.375000+00:00,-2,52,6
2021-10-27 16:14:15.406250+00:00,-7,58,8
2021-10-27 16:14:15.437500+00:00,-13,80,12
2021-10-27 16:14:15.468750+00:00,-14,93,10
2021-10-27 16:14:15.500000+00:00,-16,107,3
2021-10-27 16:14:15.531250+00:00,-17,101,1
2021-10-27 16:14:15.562500+00:00,-18,85,9
2021-10-27 16:14:15.593750+00:00,-14,84,11
2021-10-27 16:14:15.625000+00:00,-15,86,10
2021-10-27 16:14:15.656250+00:00,-24,89,12
2021-10-27 16:14:15.687500+00:00,-29,87,13
2021-10-27 16:14:15.718750+00:00,-32,79,19
2021-10-27 16:14:15.750000+00:00,-35,80,23
2021-10-27 16:14:15.781250+00:00,-43,76,22
2021-10-27 16:14:15.812500+00:00,-45,70,15
2021-10-27 16:14:15.843750+00:00,-40,78,12
2021-10-27 16:14:15.875000+00:00,-33,108,15
2021-10-27 16:14:15.906250+00:00,-29,117,14
2021-10-27 16:14:15.937500+00:00,-22,94,3
2021-10-27 16:14:15.968750+00:00,-20,95,1
2021-10-27 16:14:16+00:00,-16,113,0
2021-10-27 16:14:16.031250+00:00,-9,116,0
2021-10-27 16:14:16.062500+00:00,-7,110,-1
2021-10-27 16:14:16.093750+00:00,-6,93,-4
2021-10-27 16:14:16.125000+00:00,-5,87,-5
2021-10-27 16:14:16.156250+00:00,-5,82,-9
2021-10-27 16:14:16.187500+00:00,-5,81,-11
2021-10-27 16:14:16.218750+00:00,-5,76,-9
2021-10-27 16:14:16.250000+00:00,-6,69,-9
2021-10-27 16:14:16.281250+00:00,-4,64,-8
2021-10-27 16:14:16.312500+00:00,1,59,-5
2021-10-27 16:14:16.343750+00:00,3,52,-4
2021-10-27 16:14:16.375000+00:00,7,36,2
2021-10-27 16:14:16.406250+00:00,9,32,3
2021-10-27 16:14:16.437500+00:00,8,35,7
2021-10-27 16:14:16.468750+00:00,3,49,9
2021-10-27 16:14:16.500000+00:00,0,60,10
2021-10-27 16:14:16.531250+00:00,-4,89,12
2021-10-27 16:14:16.562500+00:00,-7,106,10
2021-10-27 16:14:16.593750+00:00,-24,127,5
2021-10-27 16:14:16.625000+00:00,-30,113,14
2021-10-27 16:14:16.656250+00:00,-17,101,8
2021-10-27 16:14:16.687500+00:00,3,96,5
2021-10-27 16:14:16.718750+00:00,-16,95,15
2021-10-27 16:14:16.750000+00:00,-48,84,18
2021-10-27 16:14:16.781250+00:00,-30,74,17
2021-10-27 16:14:16.812500+00:00,-36,69,8
2021-10-27 16:14:16.843750+00:00,-56,63,-6
2021-10-27 16:14:16.875000+00:00,-59,55,-11
2021-10-27 16:14:16.906250+00:00,-50,59,-12
2021-10-27 16:14:16.937500+00:00,-39,71,-8
2021-10-27 16:14:16.968750+00:00,-29,103,-2
2021-10-27 16:14:17+00:00,-17,108,2
2021-10-27 16:14:17.031250+00:00,-14,93,0
2021-10-27 16:14:17.062500+00:00,-16,100,-6
2021-10-27 16:14:17.093750+00:00,-18,108,-6
2021-10-27 16:14:17.125000+00:00,-12,117,-9
2021-10-27 16:14:17.156250+00:00,-11,116,-10
2021-10-27 16:14:17.187500+00:00,-7,97,-7
2021-10-27 16:14:17.218750+00:00,-4,89,-4
2021-10-27 16:14:17.250000+00:00,-2,80,-2
2021-10-27 16:14:17.281250+00:00,-4,76,-2
2021-10-27 16:14:17.312500+00:00,-3,73,-1
2021-10-27 16:14:17.343750+00:00,-3,67,-3
2021-10-27 16:14:17.375000+00:00,-3,64,-3
2021-10-27 16:14:17.406250+00:00,0,59,1
2021-10-27 16:14:17.437500+00:00,1,54,2
2021-10-27 16:14:17.468750+00:00,5,39,5
2021-10-27 16:14:17.500000+00:00,9,35,5
2021-10-27 16:14:17.531250+00:00,9,39,5
2021-10-27 16:14:17.562500+00:00,4,56,6
2021-10-27 16:14:17.593750+00:00,-1,65,6
2021-10-27 16:14:17.625000+00:00,-7,91,8
2021-10-27 16:14:17.656250+00:00,-12,110,7
2021-10-27 16:14:17.687500+00:00,-23,127,-4
2021-10-27 16:14:17.718750+00:00,-29,106,-7
2021-10-27 16:14:17.750000+00:00,-28,92,-6
2021-10-27 16:14:17.781250+00:00,-23,80,-4
2021-10-27 16:14:17.812500+00:00,-27,83,3
2021-10-27 16:14:17.843750+00:00,-19,81,14
2021-10-27 16:14:17.875000+00:00,-21,78,17
2021-10-27 16:14:17.906250+00:00,-30,67,18
2021-10-27 16:14:17.937500+00:00,-35,67,17
2021-10-27 16:14:17.968750+00:00,-36,65,17
2021-10-27 16:14:18+00:00,-37,67,16
2021-10-27 16:14:18.031250+00:00,-33,72,14
2021-10-27 16:14:18.062500+00:00,-31,99,13
2021-10-27 16:14:18.093750+00:00,-33,111,14
2021-10-27 16:14:18.125000+00:00,-26,100,10
2021-10-27 16:14:18.156250+00:00,-16,100,5
2021-10-27 16:14:18.187500+00:00,-15,109,1
2021-10-27 16:14:18.218750+00:00,-11,121,-4
2021-10-27 16:14:18.250000+00:00,-9,116,-4
2021-10-27 16:14:18.281250+00:00,-9,98,-4
2021-10-27 16:14:18.312500+00:00,-9,91,-2
2021-10-27 16:14:18.343750+00:00,-5,83,-2
2021-10-27 16:14:18.375000+00:00,-3,78,-5
2021-10-27 16:14:18.406250+00:00,-2,75,-5
2021-10-27 16:14:18.437500+00:00,-3,67,-6
2021-10-27 16:14:18.468750+00:00,-3,64,-5
2021-10-27 16:14:18.500000+00:00,1,59,-3
2021-10-27 16:14:18.531250+00:00,5,55,-2
2021-10-27 16:14:18.562500+00:00,10,40,2
2021-10-27 16:14:18.593750+00:00,15,36,0
2021-10-27 16:14:18.625000+00:00,13,41,-1
2021-10-27 16:14:18.656250+00:00,2,60,2
2021-10-27 16:14:18.687500+00:00,-1,71,4
2021-10-27 16:14:18.718750+00:00,-7,105,6
2021-10-27 16:14:18.750000+00:00,-10,127,2
2021-10-27 16:14:18.781250+00:00,-21,127,-14
2021-10-27 16:14:18.812500+00:00,-32,104,-15
2021-10-27 16:14:18.843750+00:00,-30,86,-12
2021-10-27 16:14:18.875000+00:00,-32,76,1
2021-10-27 16:14:18.906250+00:00,-24,78,6
2021-10-27 16:14:18.937500+00:00,-21,84,8
2021-10-27 16:14:18.968750+00:00,-24,83,8
2021-10-27 16:14:19+00:00,-28,72,10
2021-10-27 16:14:19.031250+00:00,-39,73,17
2021-10-27 16:14:19.062500+00:00,-41,70,17
2021-10-27 16:14:19.093750+00:00,-37,67,15
2021-10-27 16:14:19.125000+00:00,-36,76,15
2021-10-27 16:14:19.156250+00:00,-35,105,18
2021-10-27 16:14:19.187500+00:00,-31,118,17
2021-10-27 16:14:19.218750+00:00,-14,98,9
2021-10-27 16:14:19.250000+00:00,-13,103,3
2021-10-27 16:14:19.281250+00:00,-11,112,4
2021-10-27 16:14:19.312500+00:00,-9,116,3
2021-10-27 16:14:19.343750+00:00,-9,107,0
2021-10-27 16:14:19.375000+00:00,-10,89,-2
2021-10-27 16:14:19.406250+00:00,-9,83,-4
2021-10-27 16:14:19.437500+00:00,-7,75,-8
2021-10-27 16:14:19.468750+00:00,-5,71,-10
2021-10-27 16:14:19.500000+00:00,-4,71,-9
2021-10-27 16:14:19.531250+00:00,-5,67,-9
2021-10-27 16:14:19.562500+00:00,-3,63,-8
2021-10-27 16:14:19.593750+00:00,-2,61,-6
2021-10-27 16:14:19.625000+00:00,0,59,-5
2021-10-27 16:14:19.656250+00:00,6,46,0
2021-10-27 16:14:19.687500+00:00,8,45,1
2021-10-27 16:14:19.718750+00:00,6,48,2
2021-10-27 16:14:19.750000+00:00,-5,59,3
2021-10-27 16:14:19.781250+00:00,-9,65,5
2021-10-27 16:14:19.812500+00:00,-11,86,8
2021-10-27 16:14:19.843750+00:00,-12,100,6
2021-10-27 16:14:19.875000+00:00,-15,117,0
2021-10-27 16:14:19.906250+00:00,-22,105,0
2021-10-27 16:14:19.937500+00:00,-23,97,3
2021-10-27 16:14:19.968750+00:00,-22,91,5
2021-10-27 16:14:20+00:00,-23,88,7
2021-10-27 16:14:20.031250+00:00,-32,83,12
2021-10-27 16:14:20.062500+00:00,-32,79,16
2021-10-27 16:14:20.093750+00:00,-29,70,22
2021-10-27 16:14:20.125000+00:00,-36,69,21
2021-10-27 16:14:20.156250+00:00,-41,68,18
2021-10-27 16:14:20.187500+00:00,-41,72,14
2021-10-27 16:14:20.218750+00:00,-38,80,11
2021-10-27 16:14:20.250000+00:00,-33,115,15
2021-10-27 16:14:20.281250+00:00,-29,127,15
2021-10-27 16:14:20.312500+00:00,-14,96,7
2021-10-27 16:14:20.343750+00:00,-14,108,2
2021-10-27 16:14:20.375000+00:00,-14,117,2
2021-10-27 16:14:20.406250+00:00,-10,119,-1
2021-10-27 16:14:20.437500+00:00,-10,111,-2
2021-10-27 16:14:20.468750+00:00,-9,94,-7
2021-10-27 16:14:20.500000+00:00,-5,85,-8
2021-10-27 16:14:20.531250+00:00,-2,82,-9
2021-10-27 16:14:20.562500+00:00,-2,77,-9
2021-10-27 16:14:20.593750+00:00,-1,73,-8
2021-10-27 16:14:20.625000+00:00,-3,65,-9
2021-10-27 16:14:20.656250+00:00,-3,58,-7
2021-10-27 16:14:20.687500+00:00,1,51,-4
2021-10-27 16:14:20.718750+00:00,3,41,-1
2021-10-27 16:14:20.750000+00:00,3,34,3
2021-10-27 16:14:20.781250+00:00,3,34,8
2021-10-27 16:14:20.812500+00:00,2,36,10
2021-10-27 16:14:20.843750+00:00,0,48,10
2021-10-27 16:14:20.875000+00:00,-1,56,8
2021-10-27 16:14:20.906250+00:00,-2,81,10
2021-10-27 16:14:20.937500+00:00,-8,120,11
2021-10-27 16:14:20.968750+00:00,-14,127,9
2021-10-27 16:14:21+00:00,-25,127,2
2021-10-27 16:14:21.031250+00:00,-26,112,0
2021-10-27 16:14:21.062500+00:00,-23,93,-3
2021-10-27 16:14:21.093750+00:00,-29,87,1
2021-10-27 16:14:21.125000+00:00,-35,82,14
2021-10-27 16:14:21.156250+00:00,-26,78,21
2021-10-27 16:14:21.187500+00:00,-26,76,23
2021-10-27 16:14:21.218750+00:00,-35,64,18
2021-10-27 16:14:21.250000+00:00,-40,61,15
2021-10-27 16:14:21.281250+00:00,-46,62,13
2021-10-27 16:14:21.312500+00:00,-42,66,11
2021-10-27 16:14:21.343750+00:00,-26,79,7
2021-10-27 16:14:21.375000+00:00,-24,109,13
2021-10-27 16:14:21.406250+00:00,-22,124,14
2021-10-27 16:14:21.437500+00:00,-11,101,14
2021-10-27 16:14:21.468750+00:00,-11,99,8
2021-10-27 16:14:21.500000+00:00,-12,117,0
2021-10-27 16:14:21.531250+00:00,-12,127,-2
2021-10-27 16:14:21.562500+00:00,-11,122,-5
2021-10-27 16:14:21.593750+00:00,-11,100,-4
2021-10-27 16:14:21.625000+00:00,-9,92,-3
2021-10-27 16:14:21.656250+00:00,-1,76,-4
2021-10-27 16:14:21.687500+00:00,-1,70,-5
2021-10-27 16:14:21.718750+00:00,0,59,-4
2021-10-27 16:14:21.750000+00:00,-1,54,-4
2021-10-27 16:14:21.781250+00:00,-2,48,-2
2021-10-27 16:14:21.812500+00:00,4,43,-2
2021-10-27 16:14:21.843750+00:00,7,41,-3
2021-10-27 16:14:21.875000+00:00,9,37,-1
2021-10-27 16:14:21.906250+00:00,8,38,-1
2021-10-27 16:14:21.937500+00:00,5,47,0
2021-10-27 16:14:21.968750+00:00,2,56,2
2021-10-27 16:14:22+00:00,-7,77,4
2021-10-27 16:14:22.031250+00:00,-22,105,9
2021-10-27 16:14:22.062500+00:00,-30,121,9
2021-10-27 16:14:22.093750+00:00,-34,127,3
2021-10-27 16:14:22.125000+00:00,-28,124,1
2021-10-27 16:14:22.156250+00:00,-24,99,10
2021-10-27 16:14:22.187500+00:00,-22,93,15
2021-10-27 16:14:22.218750+00:00,-25,83,20
2021-10-27 16:14:22.250000+00:00,-20,76,28
2021-10-27 16:14:22.281250+00:00,-20,76,29
2021-10-27 16:14:22.312500+00:00,-30,66,21
2021-10-27 16:14:22.343750+00:00,-35,61,18
2021-10-27 16:14:22.375000+00:00,-45,55,9
2021-10-27 16:14:22.406250+00:00,-46,55,7
2021-10-27 16:14:22.437500+00:00,-35,65,3
2021-10-27 16:14:22.468750+00:00,-26,100,3
2021-10-27 16:14:22.500000+00:00,-21,120,6
2021-10-27 16:14:22.531250+00:00,-7,108,0
2021-10-27 16:14:22.562500+00:00,-6,95,-3
2021-10-27 16:14:22.593750+00:00,-3,115,-7
2021-10-27 16:14:22.625000+00:00,-6,121,-8
2021-10-27 16:14:22.656250+00:00,-16,104,-11
2021-10-27 16:14:22.687500+00:00,-16,93,-10
2021-10-27 16:14:22.718750+00:00,-12,88,-10
2021-10-27 16:14:22.750000+00:00,-2,73,-6
2021-10-27 16:14:22.781250+00:00,1,65,-3
2021-10-27 16:14:22.812500+00:00,1,49,-2
2021-10-27 16:14:22.843750+00:00,0,41,-1
2021-10-27 16:14:22.875000+00:00,0,35,2
2021-10-27 16:14:22.906250+00:00,3,34,3
2021-10-27 16:14:22.937500+00:00,4,33,2
2021-10-27 16:14:22.968750+00:00,4,32,2
2021-10-27 16:14:23+00:00,1,33,2
